,A,B,C,D,E,F,G,H,I,J
0,29.128215,32.057788,52.070406,20.19599,44.557599,34.423996,28.497326,35.573192,46.959969,49.724349
1,50.254696,52.967577,38.708877,54.162545,39.911425,29.732808,19.501311,22.338428,50.78175,10.760628
2,28.47857,35.509173,46.829641,28.202428,39.526527,33.709536,49.318957,13.582283,50.459932,40.316169
3,41.198511,31.121168,25.299392,40.89979,56.279293,41.997316,27.797674,13.47687,41.672676,44.409873
4,28.628251,31.439049,47.240644,19.779007,31.2029,34.027333,54.204653,35.241807,42.474034,45.311661
5,41.375212,31.288403,34.120264,19.625602,43.605758,37.886214,53.345935,43.312369,16.202378,44.511191
6,36.880826,26.8459,46.629392,19.564583,47.807883,33.603346,53.262654,34.721781,20.426071,44.377098
7,49.319655,35.176445,25.150442,19.487161,55.867154,37.482358,44.379114,30.171422,45.534763,18.786248
8,49.395971,30.978491,50.638895,19.476535,22.163156,33.391538,48.887893,26.109178,33.044888,48.61054
9,61.857485,26.635225,46.153186,19.388535,30.488207,33.133257,44.362643,47.105556,20.214135,31.371878
10,40.920882,47.882528,29.439672,19.451938,30.582719,50.206627,36.003734,42.974238,49.812305,14.605738
11,41.251665,35.517302,42.429416,19.776567,52.13418,25.179997,44.579679,17.659244,50.062323,35.781755
12,45.406824,26.976027,50.821976,19.679707,26.580002,41.945491,31.987683,26.183887,50.134031,44.304558
13,45.569126,48.249479,29.921815,19.966266,31.084113,33.717156,19.534084,43.237078,45.886776,48.611037
14,36.618178,30.843853,46.258427,19.376444,47.525488,20.594959,48.798546,34.455292,49.982327,27.235803
