,A,B,C,D,E,F,G,H,I,J
0,45.382033,22.801248,40.590064,25.360644,35.707848,16.79528,30.971757,12.058859,45.442399,24.672826
1,38.401435,23.111289,15.150019,33.073138,43.445495,24.511083,27.627607,15.960579,45.824833,36.037145
2,34.409593,26.555526,18.573992,40.18087,21.033396,42.812813,27.406216,12.080242,45.921797,32.181248
3,19.536848,41.10479,25.812141,43.695761,28.273589,20.357179,30.861943,12.051862,45.518333,31.883206
4,43.03182,49.981958,34.549167,45.113504,37.167134,29.130231,17.48422,20.666615,12.7313,22.274594
5,24.535513,42.835737,30.97167,34.170273,48.575238,36.839706,24.90916,12.293639,16.321608,41.107263
6,35.446666,31.278811,22.217642,41.166211,47.9836,36.338558,16.2972,12.04839,23.640574,40.592404
7,35.358742,42.281303,49.167102,21.629681,36.839067,24.230349,16.300815,12.150742,27.203214,40.537062
8,43.284445,35.260575,15.030398,37.978378,44.68788,21.719998,24.890079,28.065148,16.228866,44.700967
9,50.563529,31.415573,34.582479,14.498223,44.679755,20.804333,16.526932,39.365119,23.810277,33.511827
10,46.994184,31.777668,42.320684,23.230698,37.490185,25.83457,32.683501,12.469485,16.611691,44.776107
11,47.002188,42.822673,38.535879,25.985193,33.68116,13.617031,16.735087,20.035017,27.88204,44.772121
12,46.845727,50.101248,30.760723,22.717704,33.351422,25.302474,36.024316,12.08401,16.159215,37.236035
13,43.145021,46.385392,27.039019,49.119937,37.278639,32.969004,20.980538,12.1041,16.119564,25.972207
14,50.606166,35.118845,45.71081,26.542712,29.674429,40.242837,21.111196,12.201746,16.346074,33.360959
15,27.283527,35.201278,38.448154,41.650472,44.801387,20.767599,16.488285,12.33934,27.539111,44.816834
16,31.872593,49.858111,41.884182,18.276201,44.505926,36.449049,20.215761,12.331509,23.730518,29.451875
17,44.218667,39.687579,46.923391,34.840809,30.404463,22.308973,25.456656,17.386151,12.945354,45.866757
18,39.466156,31.4757,42.096654,18.274455,44.758915,25.506993,12.916205,31.926167,20.187026,44.767595
19,38.526453,41.716815,33.713155,48.918346,28.862458,17.106058,20.256569,12.279661,42.39876,21.312676
20,38.616128,34.323209,41.23086,29.456521,43.814937,24.581461,20.24351,12.185017,46.243901,13.820282
21,42.552612,38.253255,45.159669,29.626036,32.80376,17.280205,20.483307,12.452246,46.513479,21.57915
22,27.231395,45.233713,40.975812,33.022227,36.136771,17.064251,27.617645,12.222173,45.927049,17.499522
23,34.730549,37.925591,41.121055,25.688755,43.845452,28.240549,20.170108,12.153256,46.310579,13.855001
24,27.376127,38.076199,45.085313,40.757813,32.655307,17.081775,20.303185,12.287485,46.456474,25.171001
25,19.659905,46.657159,33.787563,37.041035,48.728839,28.278936,23.878045,12.138407,39.020362,17.496565
26,19.73095,41.7546,45.04848,33.082212,28.815232,20.776671,23.990639,12.185179,46.511085,32.59922
27,19.539656,30.244189,33.355457,44.102668,36.02702,20.478407,38.711054,11.963713,45.951364,21.01071
28,38.853924,23.227697,33.940584,29.599937,48.768544,39.760748,24.121632,12.264462,42.79319,13.888154
29,19.911594,42.919697,46.104837,22.069042,48.721539,36.946421,32.671853,12.422835,27.756822,21.452301
