,A,B,C,D,E,F,G,H,I,J
0,33.916829,41.024246,35.111522,46.450946,14.640152,38.912854,20.094475,14.150765,47.084057,41.253219
1,41.709214,48.881249,43.048077,28.491366,14.091405,21.102461,28.292146,13.775316,42.489871,45.38123
2,37.693127,31.865188,47.622073,24.55483,14.272819,38.755669,15.527558,31.282926,46.880978,41.047391
3,37.60612,27.476785,43.217915,37.360362,48.767963,25.640658,41.366899,13.956874,8.155791,45.398339
4,33.369054,44.8976,21.709645,37.508216,44.615657,21.513601,45.823975,26.982614,8.167173,45.550086
5,28.797981,23.034999,43.177919,32.956511,14.186737,34.247628,24.05645,39.821274,42.588652,45.4008
6,28.815285,48.86696,21.542194,28.535328,14.117933,29.788803,36.899555,31.032478,42.460673,45.272476
7,50.535452,31.644126,25.827979,50.258499,14.149089,29.945595,49.956765,31.227698,12.371512,32.498168
8,33.472925,48.997854,51.785597,20.316486,31.572504,38.553459,32.702785,18.360173,8.164728,45.238828
9,50.48006,36.123608,38.887485,20.025719,14.183641,38.597768,19.730101,22.5302,46.828349,41.013405
10,41.582069,23.03367,42.899044,45.646605,14.18025,21.216499,28.225941,22.363487,42.294042,45.107082
11,29.013456,36.189984,39.048283,46.403408,40.53665,47.792264,15.653763,22.642304,8.08469,45.933081
12,33.457591,36.453844,21.814546,46.474756,40.414231,47.802744,33.038831,18.379021,8.174637,46.080825
13,37.873718,49.312022,30.580031,24.550985,36.035708,47.470757,15.579968,35.786988,8.133739,45.674859
14,33.222262,53.284459,21.623041,37.293309,14.286594,29.919534,19.831337,35.439774,46.749775,36.598661
15,33.269247,40.425614,21.65617,41.640099,14.267229,42.803898,28.323924,18.153287,42.444876,45.198855
16,37.381876,40.11213,42.924041,20.044875,14.220933,21.235897,23.970916,39.541676,46.589506,40.818374
17,24.554426,36.037109,30.213605,45.906559,14.227023,34.24397,36.944047,18.204895,46.74905,40.988689
18,50.427179,53.235418,43.120165,20.001161,27.15313,21.275768,28.358704,31.076372,7.976882,45.105528
19,45.828531,35.770702,38.548735,28.459382,44.165561,46.934105,19.620082,13.82346,8.035372,45.179519
