,A,B,C,D,E,F,G,H,I,J
0,56.58192,50.871155,40.837436,30.597216,20.437824,52.860731,30.167227,37.147422,9.929928,16.852236
1,38.959101,50.422653,57.557665,25.813794,15.687418,27.084522,47.102153,32.621796,13.829557,33.839067
2,30.423129,41.745691,44.508361,30.149108,15.723868,52.718985,46.968461,15.410695,39.625879,25.261908
3,30.185873,50.028139,39.978626,29.878694,15.619229,39.738322,29.653043,49.387357,13.741628,42.059411
4,51.645906,41.793457,57.113636,25.87097,20.041775,27.104487,29.926857,36.782105,9.646986,42.132338
5,43.221266,58.95076,31.722202,51.583026,15.716908,31.389243,17.020728,41.179485,18.270382,33.821172
6,30.561139,41.821746,23.203412,42.941386,28.727554,52.648241,29.822495,45.278535,9.705949,37.963323
7,56.18946,50.410856,44.585734,25.983122,15.86327,27.123118,29.829563,49.682282,13.839936,29.469121
8,39.002537,50.314892,57.130841,30.127221,20.050769,35.518183,46.779828,36.710991,9.732226,16.734709
9,51.75345,37.382536,53.055879,55.86247,15.752724,27.000584,38.330128,32.473045,13.842068,16.586218
10,51.665443,33.245257,44.35111,25.851883,15.765043,48.324952,51.020842,28.311941,13.930357,29.481176
11,34.702067,54.815666,40.292783,56.119744,20.024414,31.402887,42.811168,36.918247,9.639823,16.669721
12,26.067342,37.423933,44.459418,51.452039,15.709894,52.670519,42.531952,23.910799,18.099577,29.396842
13,60.575054,28.953975,53.231636,38.762604,15.792263,44.300878,29.767546,36.90041,13.894827,20.867451
14,26.03253,37.390342,31.532401,42.831119,24.214535,52.587831,46.781688,32.442162,9.581123,37.903761
15,30.38199,33.099955,35.899196,21.430812,15.578089,44.145417,34.021029,45.430297,35.301486,46.631468
16,60.009108,54.222242,40.010857,34.251332,15.782008,26.916833,38.027891,19.581167,13.79519,37.586531
17,30.737865,55.057786,40.563313,47.669214,20.394872,27.347784,30.004611,50.006035,9.677657,33.884181
18,56.007114,45.995301,40.142097,21.581671,32.813555,27.062896,42.626898,19.75066,9.641883,46.604821
19,43.163536,28.802928,35.927741,55.7027,19.909177,44.044217,25.515523,45.310432,9.582811,33.791407
20,43.190279,45.94043,31.703392,47.064465,19.996398,48.199361,29.777714,49.444178,9.643902,16.773375
21,47.474788,37.435603,31.606592,55.872377,15.742159,35.623949,42.684288,19.673146,13.87046,42.426185
22,55.828226,24.535129,31.576485,34.279611,15.760548,39.708572,33.920396,40.876956,47.923909,16.604231
23,38.726089,41.447465,48.293812,29.958562,24.111981,52.109703,46.364325,36.445975,9.489656,12.189671
24,51.017039,45.372121,39.66311,54.803315,28.230669,47.579552,29.409867,15.319364,9.675334,16.166888
25,38.214335,28.401015,39.436189,29.587671,19.671006,43.138486,49.946275,44.250539,9.350895,32.957636
26,50.521992,32.427505,55.814654,37.788493,19.573707,22.254557,37.336589,27.497873,9.344576,41.02435
27,51.24507,54.073417,44.040425,55.300268,15.616487,35.211352,25.128948,27.865304,17.83827,12.021945
28,47.176467,54.293918,31.431024,34.192323,19.861005,52.535526,33.87387,19.532729,9.479577,37.763778
29,38.986865,50.499062,27.40814,43.137602,15.690472,48.592056,25.491682,32.607625,13.831433,46.900929
