,A,B,C,D,E,F,G,H,I,J
0,20.749643,47.054685,37.870319,22.189643,32.768781,28.39384,23.996065,12.166842,38.664327,104.601602
1,16.052597,30.323169,22.204783,17.860281,44.396367,40.090299,23.532874,30.470373,34.591169,44.287352
2,18.906643,29.646938,21.550699,36.05804,39.245656,31.142557,23.026327,11.393193,41.75292,44.07661
3,19.273862,29.947792,33.109683,36.335134,24.521067,38.995411,19.638997,11.735507,41.998196,104.259541
4,19.433776,26.316034,22.020859,40.030254,35.721296,31.453971,27.16535,11.766763,45.70538,39.369851
5,19.216787,33.627661,21.87016,28.798696,39.565062,35.194228,23.422739,11.678535,42.026255,44.274151
6,19.549441,26.53604,22.202296,29.160038,39.840899,35.533327,31.209328,11.959728,42.245211,44.422257
7,19.409341,22.657096,29.599031,25.271266,32.194655,35.380851,38.581869,11.841237,42.175064,104.480518
8,15.903127,26.448541,18.482504,21.615729,35.98041,31.568577,27.258651,37.972964,42.20902,104.433872
9,15.748505,30.153265,18.271611,25.238314,32.240792,35.422379,19.851439,38.066119,45.901782,39.64101
10,27.191249,19.10696,22.263664,29.063886,35.97152,39.17006,31.136429,11.938848,42.198107,104.482807
11,19.656184,37.631852,25.820972,28.974268,39.556021,31.537182,19.753922,11.879717,42.063067,44.301875
12,27.433759,41.923077,37.54207,21.962023,32.64377,28.37055,16.412427,12.063752,42.592945,44.822081
13,19.550634,37.818068,25.93725,21.663653,39.853268,31.80949,27.454656,11.968059,42.328467,104.591742
14,19.608137,33.978365,29.652094,25.406615,44.440613,20.472657,34.861894,11.942842,38.465831,44.31448
15,19.667031,27.651738,14.889282,30.26191,37.199682,40.368741,47.403469,43.093456,19.979777,29.734209
16,19.799538,34.256896,14.829626,21.751058,40.041732,35.733252,27.676153,23.347918,42.620589,44.930856
17,15.750194,44.535989,33.452774,21.519063,24.67539,16.661979,27.402937,35.066995,45.68976,108.004063
18,26.988976,41.508924,37.203088,21.581028,32.300512,16.718748,27.5041,11.835998,42.336833,104.665155
19,34.752314,37.935514,18.721516,25.716266,28.790574,13.322616,20.302387,38.341993,42.547104,104.872316
20,16.091327,30.394715,37.349064,25.503883,21.109098,16.817315,31.294185,38.334404,42.57548,104.839412
21,19.688639,41.761568,22.345525,25.552639,28.808251,13.196232,35.213165,30.895951,42.585578,104.908521
22,19.880114,30.587634,15.050297,21.91147,32.650282,24.53035,35.321864,38.515719,42.671466,104.95981
23,19.576436,37.828118,22.248609,32.905265,28.595578,24.326899,38.739107,11.939227,42.44657,104.756142
24,15.940188,34.2313,22.347705,25.576703,39.987731,35.750087,27.711799,15.791913,42.529767,104.901296
25,16.042527,22.855088,18.500768,40.740804,36.322428,28.175227,31.468257,23.22659,44.158471,106.54418
26,15.77929,30.269024,22.107429,32.935046,39.990359,24.238156,35.091443,15.550228,42.489297,44.736724
27,16.15361,23.088637,30.020721,33.24747,36.478013,16.98638,39.086052,23.433925,42.691771,44.939076
28,16.037522,22.867856,37.413531,25.498775,32.546825,16.841356,38.958489,27.127393,42.593016,104.803107
29,15.847457,26.552938,22.303459,17.947949,28.655514,31.79793,38.873867,34.521664,42.442634,104.694165
30,16.223136,22.934978,26.101832,29.277374,32.465864,16.936547,35.123691,38.365577,42.560416,104.808846
31,19.568942,26.563791,33.473581,29.077131,36.07661,20.563167,38.733966,12.052905,42.324115,44.599262
32,15.937143,30.496117,26.1401,33.164667,21.194174,16.883315,35.312167,38.607464,42.801784,105.075692
33,16.016203,26.602405,22.32761,40.434709,28.680103,16.948928,31.322914,34.472401,42.416707,44.70553
34,16.074736,22.986567,30.008851,25.60087,44.941532,16.878163,35.199849,30.886552,38.820469,44.924774
35,19.625273,22.875495,29.783875,40.636669,36.278181,24.368897,31.398396,12.142318,42.652943,44.911532
36,19.644697,37.971444,22.383824,25.568189,32.584971,28.261755,39.025846,12.163647,42.676968,44.868236
37,35.959976,50.435285,46.106327,38.010743,41.179459,17.836564,25.053752,20.703436,12.465234,26.191886
38,19.563926,30.496083,26.149048,40.803134,32.630601,20.672923,35.334403,12.123832,42.919725,45.170916
39,15.585365,30.063323,21.921966,32.754463,35.929858,16.522242,23.57422,38.161957,42.367491,104.64649
