,A,B,C,D,E,F,G,H,I,J
0,29.437115,23.747938,34.772703,41.650069,48.465232,51.091575,41.060299,22.630427,29.526871,49.080192
1,28.631727,44.162183,38.363674,19.853896,48.131934,25.24359,53.523209,26.428274,37.725013,44.658949
2,32.947104,35.655729,42.42295,19.868928,47.928205,33.583044,49.15762,17.917646,37.550654,48.802706
3,41.783172,57.52103,47.375627,20.108478,48.636536,21.219392,36.982869,22.420961,25.21011,49.545092
4,28.231458,56.568555,37.963083,19.526602,26.394049,46.180534,53.228556,26.048747,37.33141,31.504606
5,58.037886,26.831745,38.038723,19.526045,30.716746,42.007868,23.491122,34.673078,41.587213,48.582145
6,49.791044,39.806375,42.541739,19.861924,26.719284,20.864141,49.149744,43.363107,24.865042,48.920988
7,49.839979,44.130135,38.40011,19.80893,52.19844,25.182812,53.780564,26.331987,16.225791,40.174853
8,36.71997,47.889474,25.342244,19.62424,34.87747,24.98304,52.856426,42.856378,32.930758,43.955089
9,28.35195,35.299972,50.939486,19.704655,39.273192,33.451948,53.229272,47.440351,20.274224,35.895493
10,41.388068,31.316769,34.075357,19.66719,39.629894,42.428612,49.423002,17.820249,50.713527,40.61834
11,45.177568,39.553169,50.592934,19.531421,22.166049,29.233246,52.91571,21.950253,45.634121,35.737566
12,28.399204,35.429978,46.725941,19.632099,35.119626,37.884332,23.478041,43.372116,50.301511,44.536821
13,32.760847,39.875796,46.78244,19.718156,39.458794,20.919208,53.248391,26.381634,45.924122,40.235174
14,45.853958,27.209378,38.547733,19.90269,48.207522,25.409077,40.924689,26.611503,50.564207,44.897526
15,32.889508,43.864968,46.432229,49.093679,22.5781,33.420824,52.743942,26.12715,45.498341,10.684428
16,28.284751,39.277234,46.109566,19.598545,38.906026,45.750246,23.348574,26.035039,49.614324,44.012319
17,36.624072,43.42805,46.049882,19.708037,22.263524,33.163131,52.465556,21.872745,45.225883,39.6262
18,32.677274,52.116575,42.240258,19.760699,35.02024,29.308105,52.830797,17.855531,45.518994,35.67484
19,53.762979,43.853348,33.903838,28.227662,51.840611,33.471509,40.352435,17.802774,49.755069,10.602027
20,49.44403,52.14841,38.15998,28.223129,30.894335,50.27803,19.450235,34.70533,12.276369,48.330161
21,28.401757,51.805604,29.500335,19.774024,51.392467,37.313297,40.023304,30.107253,24.468688,47.951471
22,32.564573,51.942361,37.913925,19.729846,22.329804,37.448011,40.113415,26.129881,49.467806,43.836394
23,28.141578,55.90106,29.278893,44.485515,30.41069,33.078992,35.770767,42.639352,12.04625,48.076641
24,49.421619,43.787246,38.072771,23.959588,51.628297,29.254554,23.571,42.859648,49.609559,10.624094
25,53.01798,47.431735,33.541942,23.737048,34.566896,24.788664,15.014961,46.554682,49.154915,31.058645
26,32.366191,51.774292,21.109748,32.061,43.083141,20.683917,35.897478,30.196268,49.570407,43.864305
27,40.792956,60.827714,42.173554,32.012969,47.765003,24.836912,40.492393,17.717875,45.97887,10.566603
28,41.193207,26.947863,42.461236,28.185702,47.896104,29.386636,49.08159,39.06926,50.288659,10.531204
29,28.353263,39.661203,33.883894,19.729915,47.857956,42.044707,49.088555,21.975137,50.30795,31.68066
