,raspi0,raspi1,raspi2,raspi3,raspi4,raspi5,raspi6,raspi7,raspi8,raspi9
0,0.1840607210626186,0.349146110056926,0.34535104364326374,0.24667931688804554,0.22960151802656548,0.34535104364326374,0.3510436432637571,0.34345351043643263,0.34535104364326374,0.3548387096774194
5,0.1840607210626186,0.5787476280834914,0.50853889943074,0.573055028462998,0.6394686907020873,0.4971537001897533,0.1840607210626186,0.428842504743833,0.5578747628083491,0.3377609108159393
10,0.6698292220113852,0.6679316888045541,0.6489563567362429,0.7039848197343453,0.8406072106261859,0.681214421252372,0.7988614800759013,0.5692599620493358,0.6660341555977229,0.7552182163187856
15,0.7362428842504743,0.8349146110056926,0.6129032258064516,0.7741935483870968,0.7817836812144212,0.8083491461100569,0.7419354838709677,0.47438330170777987,0.8444022770398482,0.8785578747628083
20,0.855787476280835,0.8614800759013282,0.7969639468690702,0.8121442125237192,0.6944971537001897,0.825426944971537,0.7514231499051234,0.5749525616698292,0.8406072106261859,0.8994307400379506
25,0.8178368121442126,0.571157495256167,0.8159392789373814,0.8216318785578748,0.7514231499051234,0.8538899430740038,0.8140417457305503,0.5768500948766604,0.8595825426944972,0.9127134724857685
30,0.8235294117647058,0.8425047438330171,0.7305502846299811,0.8064516129032258,0.8785578747628083,0.8595825426944972,0.8368121442125237,0.6451612903225806,0.8709677419354839,0.857685009487666
35,0.8595825426944972,0.8595825426944972,0.7760910815939279,0.8804554079696395,0.8349146110056926,0.8519924098671727,0.8311195445920304,0.5863377609108159,0.8956356736242884,0.9108159392789373
40,0.8235294117647058,0.8614800759013282,0.5332068311195446,0.9165085388994307,0.9070208728652751,0.8538899430740038,0.8330170777988615,0.7039848197343453,0.888045540796964,0.8500948766603416
45,0.8519924098671727,0.8747628083491461,0.825426944971537,0.9411764705882353,0.905123339658444,0.8671726755218216,0.8349146110056926,0.7343453510436433,0.9108159392789373,0.8956356736242884
50,0.8842504743833017,0.8975332068311196,0.8311195445920304,0.9335863377609108,0.8994307400379506,0.8652751423149905,0.8500948766603416,0.7666034155597723,0.9240986717267552,0.9013282732447818
55,0.8709677419354839,0.9089184060721063,0.8368121442125237,0.9222011385199241,0.9354838709677419,0.8823529411764706,0.8614800759013282,0.7836812144212524,0.920303605313093,0.8614800759013282
60,0.8975332068311196,0.9165085388994307,0.8842504743833017,0.9430740037950665,0.8709677419354839,0.9070208728652751,0.8462998102466793,0.8330170777988615,0.9316888045540797,0.9127134724857685
65,0.9127134724857685,0.9108159392789373,0.9070208728652751,0.937381404174573,0.905123339658444,0.8975332068311196,0.8785578747628083,0.8121442125237192,0.9354838709677419,0.9222011385199241
70,0.905123339658444,0.9146110056925996,0.8918406072106262,0.9430740037950665,0.9354838709677419,0.9146110056925996,0.8785578747628083,0.8481973434535104,0.9278937381404174,0.9108159392789373
75,0.905123339658444,0.9165085388994307,0.8861480075901328,0.9278937381404174,0.9259962049335864,0.9240986717267552,0.8823529411764706,0.8538899430740038,0.9316888045540797,0.920303605313093
80,0.9108159392789373,0.9165085388994307,0.9013282732447818,0.9411764705882353,0.9449715370018975,0.9165085388994307,0.8994307400379506,0.8538899430740038,0.9316888045540797,0.9127134724857685
85,0.9127134724857685,0.9165085388994307,0.9146110056925996,0.9392789373814042,0.9411764705882353,0.9335863377609108,0.9013282732447818,0.8652751423149905,0.9392789373814042,0.9127134724857685
90,0.9127134724857685,0.9184060721062619,0.9146110056925996,0.9411764705882353,0.9354838709677419,0.9316888045540797,0.9127134724857685,0.8633776091081594,0.9449715370018975,0.9108159392789373
95,0.9146110056925996,0.9127134724857685,0.8994307400379506,0.9411764705882353,0.9392789373814042,0.9354838709677419,0.9184060721062619,0.8766603415559773,0.9335863377609108,0.9184060721062619
100,0.920303605313093,0.9146110056925996,0.9089184060721063,0.9411764705882353,0.9297912713472486,0.9297912713472486,0.9297912713472486,0.8785578747628083,0.9449715370018975,0.9146110056925996
