,A,B,C,D,E,F,G,H,I,J
0,65.061154,68.547745,32.57046,55.621107,39.316545,18.168512,41.137216,29.904335,18.506058,41.535903
1,59.982011,53.574232,42.245403,60.466556,29.399137,18.174301,60.863565,29.778846,18.454811,36.542854
2,35.461168,38.853799,52.131658,60.555089,63.990706,42.69335,36.253941,20.051935,13.628928,46.61349
3,65.205151,44.0824,32.716945,50.852545,54.261176,18.318934,60.998617,20.190857,28.479421,36.791093
4,60.16153,68.412936,37.621307,60.510441,49.370349,18.31396,41.500251,25.12921,18.692637,32.034791
5,60.129492,43.857042,52.226737,60.56356,34.477388,18.286749,60.932524,25.065898,18.618652,36.712687
6,59.611235,33.676012,51.747857,45.326963,63.373219,17.907197,35.844135,19.711468,27.93846,50.880907
7,50.178005,63.403073,42.277207,65.274446,34.362496,18.130532,45.974002,20.029743,23.408081,46.336129
8,69.9222,58.645989,47.217074,35.879187,59.020833,18.218072,36.225608,20.077734,23.427959,41.552402
9,45.250357,63.275394,47.141963,65.115973,53.832671,18.134405,45.926526,24.789911,18.40523,26.702064
10,45.597413,58.846307,67.175567,21.350243,49.339739,57.710247,31.592034,20.197678,23.621591,36.874245
11,54.915124,43.710354,47.102575,21.273305,29.421986,62.12059,55.692367,29.748664,18.551289,46.207353
12,60.238537,39.0318,52.317616,40.966738,59.040459,18.151772,41.347244,20.120456,23.548825,56.381047
13,45.212051,48.625546,66.749162,26.112556,29.43983,18.146784,45.913553,54.236596,28.237659,46.284636
14,65.01398,58.642851,66.868113,21.250646,39.32067,42.712671,31.406954,20.054861,23.483154,41.608431
15,55.323205,68.549586,47.451163,21.306891,54.18463,57.584833,31.571054,20.21252,23.597552,31.894894
16,45.241212,53.342053,37.46598,59.872127,53.507795,18.145468,60.132327,20.107503,23.49259,36.405491
17,60.095971,68.473206,47.278502,21.238,34.451096,57.458571,46.113295,20.083932,23.524161,31.784694
18,60.053365,43.85395,67.029814,21.194,34.422038,42.742134,46.171548,20.103078,23.477495,51.480307
19,64.598827,67.985685,51.953477,21.290182,34.364929,42.554404,50.707092,24.924344,18.501085,31.666814
20,69.750581,58.493861,61.910148,35.832337,29.408661,37.728791,46.032776,15.11873,18.478555,36.568249
21,50.413748,44.037771,67.030244,21.36649,24.725679,57.571112,51.133156,25.087786,28.470885,41.695349
22,60.116674,44.033499,47.396738,21.309474,63.93903,47.706117,31.476196,20.126557,23.546202,51.390476
23,50.03815,63.208261,37.413533,21.248138,63.473321,47.361945,36.18041,20.077501,23.437231,46.195451
24,45.08836,53.365886,61.694359,21.218104,43.983704,62.083078,50.762437,24.871232,18.484824,26.720526
25,50.048843,58.381549,61.853923,50.50858,29.414704,62.207308,31.252233,19.991839,13.634482,31.622704
26,64.850011,68.15693,27.622168,21.209987,34.39842,47.667888,50.992601,39.735953,33.295943,21.973553
27,40.190839,68.182046,47.098141,60.325622,53.913055,47.486806,26.349073,19.943229,13.557447,31.642775
28,54.812627,33.963982,37.288912,59.919785,43.993226,52.060273,60.314416,19.908408,13.49607,31.554329
