,A,B,C,D,E,F,G,H,I,J
0,47.260326,41.458021,52.706278,21.236867,15.332584,26.640252,50.658311,19.1751,26.093129,37.392607
1,52.154673,36.473596,56.748188,39.890154,14.695475,67.379576,58.107099,18.509142,12.748156,19.797499
2,85.583404,60.838551,29.303605,72.974346,19.033355,46.816733,83.19069,35.912313,26.633656,55.02564
3,45.635576,31.905805,63.962558,66.546332,19.007781,54.599084,48.616565,42.645657,27.627562,34.862351
4,37.738173,32.001719,58.521833,39.827103,14.722306,44.603347,56.791453,18.638486,12.871816,43.66153
5,37.628897,31.950625,43.128359,37.357835,14.656069,47.122058,49.837561,14.369977,17.115333,36.790415
6,33.605526,49.329439,34.827907,50.449479,14.796004,38.832315,33.055205,18.777587,12.925699,45.625262
7,55.109644,40.894586,35.030592,46.290299,14.797569,26.067811,37.467259,14.452099,17.16062,45.522827
8,42.050294,32.111827,26.24531,33.206445,14.661624,38.637586,45.715773,14.382568,38.371726,45.490506
9,59.091171,23.535308,34.790011,29.004946,14.667595,47.255809,37.26627,18.654015,29.953802,36.925023
10,54.986979,49.322136,30.57106,33.353558,14.772588,34.606171,37.332017,14.279307,16.980852,45.438727
11,46.538674,53.53957,35.053635,24.914989,14.78914,34.708626,50.179999,14.519871,21.554644,37.021588
12,20.875836,27.914703,51.989181,33.418588,36.192911,38.913091,41.602732,14.366955,21.402982,45.556221
13,20.638076,31.573555,54.949299,32.721367,35.30501,37.989094,40.551282,18.233726,12.538226,40.118825
14,20.485738,31.388488,38.443824,32.578646,55.088664,38.326793,44.500558,18.214334,12.540333,54.955739
15,25.662707,61.877529,82.626794,50.951458,26.352854,84.846263,38.225351,28.941621,57.52312,63.424463
16,25.691687,38.699032,44.347833,57.439234,26.456226,82.99761,66.744404,43.365175,56.062286,68.809769
17,25.149895,68.474393,51.741779,42.689785,26.273653,54.248638,67.472989,73.102372,26.979982,77.596358
18,20.813698,66.562385,34.644802,56.760246,35.851488,21.533598,37.103516,22.751428,12.738442,40.160824
19,23.322084,48.166961,27.870462,53.613052,30.90525,37.858212,57.565041,30.530072,41.685003,48.659065
