,A,B,C,D,E,F,G,H,I,J
0,42.452921,38.13802,22.636569,18.316357,32.465409,28.131775,23.74859,12.05356,45.618521,39.288387
1,50.50247,37.843918,18.747569,29.21978,32.343841,24.30445,20.012867,12.080947,42.114862,35.842275
2,41.913026,37.677082,29.676265,21.576936,32.227219,16.604998,23.529775,11.801864,45.751706,39.40567
3,45.193932,33.550411,29.218257,21.204953,35.619431,16.441652,23.353194,11.654006,45.540669,35.586977
4,38.33666,22.774162,29.714327,17.94768,43.68256,13.157505,23.692043,30.620804,46.009011,36.066912
5,18.993381,40.578034,25.307243,21.059087,42.599821,27.306278,34.107488,11.516231,45.140729,27.733471
6,41.456637,26.062501,36.684536,32.408724,43.034506,16.391196,27.060006,11.61685,45.547203,17.008193
7,41.79838,26.220109,29.381153,17.486859,35.831837,31.527238,19.589008,11.637721,45.757905,39.481252
8,45.538564,30.070305,33.225453,17.684126,35.753368,20.334085,38.43,11.692245,45.69968,20.810139
9,46.424053,26.33148,29.44566,17.648145,20.826255,31.482862,34.636272,11.684053,38.188273,44.174013
10,15.925213,41.211513,18.37379,25.198457,35.755891,31.516456,19.838247,26.734372,41.920357,44.019258
11,38.217482,26.433021,33.462889,29.128023,43.380868,16.717734,19.892278,11.846108,45.864636,35.870899
12,41.902069,33.983817,22.209155,17.986725,35.986599,27.99064,23.672024,11.977452,42.083341,44.333546
13,46.443011,37.456967,25.767437,17.772595,32.084526,20.377988,27.309251,11.926674,38.318132,44.212804
14,19.288597,33.737491,29.3711,36.259995,47.899335,23.918634,19.651642,11.778066,38.17997,40.350142
15,46.467017,26.264818,33.233412,17.748099,35.813722,27.797236,19.749874,11.872431,38.301448,44.124682
16,42.393864,26.119617,18.121606,21.336787,31.871149,27.650331,12.340875,42.288042,34.39948,43.995966
17,41.837533,33.790079,14.669002,17.778689,35.890189,24.069323,19.779033,26.648481,42.040275,44.274439
18,30.707546,33.856906,14.806393,21.566168,35.808647,24.136335,38.316663,15.609319,45.661415,39.406345
19,50.080812,37.38018,21.958871,17.665464,31.980236,27.700293,23.450771,11.831069,38.224283,40.482389
20,38.120484,22.801288,18.553661,29.072849,39.480865,31.521643,23.589782,12.012006,45.547193,39.30421
21,50.540042,38.788038,26.884445,22.55669,44.496661,28.948527,39.656079,11.808219,15.936611,29.467765
22,41.961305,34.005223,29.709799,17.819199,36.048406,20.493303,23.655384,11.915435,46.020192,39.70996
23,50.304113,33.973127,40.851737,21.556999,35.995141,16.789961,27.455324,12.029229,42.216015,21.015741
24,40.528208,30.020516,25.696926,21.445498,42.136352,16.664525,44.822282,11.880959,31.759928,45.900045
25,50.540751,26.473767,22.253309,17.950727,36.036428,27.929974,31.089399,11.970015,38.416297,40.599143
26,50.407472,38.568929,23.128453,41.26082,25.728803,32.625846,28.399642,16.637862,12.320854,40.764576
27,46.339203,26.1065,18.233329,21.358579,31.861393,27.584956,34.538711,11.818786,38.194413,44.155193
28,45.42721,33.795471,25.789753,17.730658,39.455398,20.383774,27.243693,11.878258,45.730581,32.091027
29,45.373892,29.970045,25.724953,21.456288,39.3613,16.638553,30.887721,11.859929,45.663794,31.906266
30,23.144841,30.190866,18.299223,25.283511,32.336785,12.963817,38.744775,34.513493,42.466305,44.761891
31,41.828782,33.836619,14.806838,17.862438,28.451626,20.420187,34.711413,23.003268,45.68783,39.48318
32,46.418748,26.411713,22.165808,17.875174,32.145859,27.935782,34.763682,46.314356,38.304399,9.90343
33,50.119095,18.889963,25.88832,14.174089,32.204331,27.961533,19.85972,42.619081,34.711606,36.902597
34,49.859574,41.89255,26.657003,18.816639,36.553001,28.692912,20.796099,42.277748,12.326735,29.221366
