,A,B,C,D,E,F,G,H,I,J
0,46.209741,54.547133,57.92285,21.955644,35.007052,43.177236,22.026904,54.976482,23.792981,56.771775
1,40.678717,64.102179,47.572487,21.358989,39.566224,52.999,61.336303,25.103649,18.541909,41.889925
2,55.42044,34.210643,42.573136,55.804909,34.523535,42.899351,61.096352,20.046087,13.521109,51.538909
3,45.642309,58.801594,47.514724,36.257415,59.036887,18.388286,46.198179,59.216744,18.619918,22.031057
4,70.948664,64.465187,57.892749,21.445012,34.818633,43.230232,36.749604,25.225183,18.704625,42.134026
5,40.483261,49.117874,62.874242,21.482853,39.642869,53.1222,46.476396,24.942723,18.517022,57.099448
6,66.018994,59.507336,37.872506,41.400539,64.885512,48.505456,26.79788,20.247207,13.733311,37.483258
7,65.819717,44.539379,67.787853,21.556169,54.878462,48.355347,21.992511,25.469082,28.887653,37.247438
8,70.530725,44.518286,47.85803,36.392722,29.909709,48.15561,56.497489,20.263822,13.66593,46.930498
9,60.567095,29.590599,42.848454,51.14301,44.662666,33.35133,56.316639,25.30617,13.834351,56.574613
10,70.295253,39.134595,42.507371,55.837411,44.366703,18.262033,56.238574,20.158174,23.53249,41.649458
11,65.486975,54.079085,47.531724,55.98193,29.523796,32.919422,36.347123,20.102251,13.653179,56.707839
12,70.37387,44.071371,47.507704,55.94705,34.481562,18.222738,46.406602,20.064795,23.443595,51.805761
13,70.162375,54.131573,57.425607,60.776958,24.756604,38.21818,41.572461,25.162791,13.718318,27.083043
14,45.768045,69.308179,37.811286,51.142872,24.783665,58.08192,51.520027,25.146596,13.783847,37.000447
15,64.921954,39.121266,57.040329,21.412785,44.172903,37.860075,60.759905,20.165019,23.559665,41.388191
16,50.929257,44.521529,57.786655,21.59306,34.911869,58.180453,61.546866,20.450934,23.919101,42.104578
17,55.17869,38.867061,67.061835,21.127441,39.193157,42.648492,51.02197,24.777225,18.381866,51.445216
18,61.016065,49.631046,53.065805,41.502256,29.886429,58.258788,31.813643,20.206106,13.69376,56.997687
19,35.647061,49.046511,37.705755,55.929875,49.414983,62.766192,36.488484,20.162174,13.691217,51.69595
20,40.641846,68.599684,52.250909,21.384001,39.492417,42.826066,51.067656,20.182196,23.558897,51.379373
21,70.455264,59.109025,42.687615,31.271189,44.578304,48.109281,31.687327,20.239111,13.743978,51.883745
22,64.602445,38.647529,46.898596,50.343272,24.439124,37.459286,60.512446,24.696023,13.541467,46.05216
23,50.854262,59.304078,42.916222,21.421781,49.59389,33.246429,61.210085,20.219493,23.668052,51.753884
24,45.93406,69.39245,57.961904,21.485825,49.866131,43.308899,31.850184,20.301692,23.816797,52.177172
25,46.161571,69.112256,38.211706,21.401685,49.853847,58.067393,41.925316,20.48398,23.9622,47.069699
26,65.504369,39.206415,57.581199,21.289798,49.534902,38.124458,61.44262,25.201204,18.656264,36.995612
27,50.57412,64.136693,42.587473,21.233635,29.52004,53.021377,46.522811,20.018401,28.38837,56.879307
28,65.555557,44.156995,57.415538,21.235993,29.609582,62.823423,46.333709,20.067596,28.480788,36.789151
29,66.245045,69.734362,37.991258,56.741136,50.184029,18.380576,42.109814,20.322654,23.790153,32.347731
30,65.710482,39.400973,57.656137,21.473144,44.66511,63.068605,46.564748,25.238902,18.73242,31.957878
31,45.952642,59.396427,62.811547,21.47048,49.733443,43.245599,61.749272,20.319214,23.760693,27.234745
32,46.525087,50.006705,38.529146,62.238249,50.337906,28.803904,62.612714,20.777439,13.869069,47.706112
33,40.758911,49.188085,57.465471,31.302553,49.451473,38.038788,61.144867,20.204199,13.752378,51.66929
34,70.767064,54.407988,42.889463,46.359662,29.884499,18.455416,56.630835,20.26322,28.658536,47.033904
35,65.172854,44.268788,57.43846,51.030827,29.937573,33.314032,41.584573,20.335564,13.784005,56.336481
36,35.874956,69.083374,52.694143,46.180708,34.765526,58.036309,36.622704,20.256687,13.761341,46.86815
37,60.362774,68.906431,32.690294,40.918838,34.493745,57.775041,46.219226,20.096465,13.644573,36.599842
38,40.689499,54.007531,62.277664,41.241296,29.760524,62.605327,51.290663,20.142324,13.713098,36.893872
39,40.619193,63.914787,47.501915,65.874955,49.421027,28.091478,51.364504,34.950479,13.679571,17.067519
40,45.815006,34.373008,47.707496,21.322445,49.527287,52.845053,56.192475,30.201215,18.546407,56.423036
41,50.536092,68.84289,37.604451,21.251042,39.468067,47.800527,56.216054,25.023189,18.596124,46.740433
42,35.686412,63.635652,47.157204,21.3945,48.984001,32.739308,36.065256,49.330701,18.489396,56.144059
43,60.776664,64.275632,47.873859,21.477804,39.799544,33.262665,61.914568,25.248687,18.777018,42.101514
44,45.805596,69.746175,63.157509,21.236562,44.759178,53.443526,46.808261,24.933731,18.481582,26.905135
45,46.335263,64.851734,68.642903,21.775608,35.25828,53.754306,42.214109,25.617014,19.075723,42.573765
46,71.669828,35.179046,38.683402,21.943942,40.727587,49.237131,52.669537,56.141674,19.441768,38.154341
47,46.300876,39.864444,53.228042,21.574552,45.154079,53.596391,62.094176,25.766341,19.109331,52.561854
48,56.049524,64.562058,43.026015,21.542498,29.939857,53.417105,62.000083,30.410434,18.871409,37.352618
49,70.520523,39.325622,57.77868,21.255937,39.738599,43.221954,46.714141,20.251029,23.6892,52.112347
50,45.697008,59.095408,47.6564,21.363051,34.657344,57.888725,46.526098,25.128969,18.609227,56.656505
51,60.59323,64.195269,47.674233,21.33791,34.61846,38.030329,46.568767,20.24244,23.641535,57.115831
52,61.149571,49.64159,42.614764,61.710538,29.621224,33.015251,46.903787,20.189786,13.720904,57.483299
53,35.933452,39.564356,48.203784,61.943217,55.319588,64.00835,37.091707,20.300718,13.705319,42.61449
54,72.506418,40.024143,64.371025,57.471175,40.566752,44.125964,47.743586,20.450872,13.911631,22.525597
55,71.72432,39.81721,53.525262,41.858517,25.017436,43.92459,57.581632,25.603751,13.905028,47.944171
56,46.166745,34.575562,53.342186,66.942568,24.930268,33.47805,42.122503,50.739476,13.792482,52.67882
57,66.075833,39.407709,58.016308,46.313571,29.85437,63.521417,46.832818,20.284653,13.761905,32.268734
58,51.563015,65.372351,69.086619,41.922427,30.157289,18.503261,47.539305,30.703055,18.942158,48.040277
59,66.458957,39.67747,53.313748,56.913917,65.483607,18.486782,37.138731,25.437394,18.847187,37.51021
60,41.356618,34.775523,53.415938,61.915626,55.328595,63.837472,37.189503,20.40722,13.855918,37.72171
61,56.805743,40.074317,43.569836,62.403288,45.614256,28.780179,52.666163,20.562404,13.936147,58.302396
62,46.111706,54.707166,58.199635,36.517451,60.137793,43.566881,26.921704,20.320727,13.739331,57.605581
63,71.835748,49.978855,53.552446,36.727235,40.289472,18.472228,52.521933,20.431712,23.974445,52.947534
64,72.016501,50.139042,63.968565,36.87701,30.231629,18.508754,52.711714,35.828449,18.983455,43.03594
65,36.299516,49.896085,38.378076,56.956483,60.449162,18.563523,37.27289,45.655879,19.009977,57.787251
66,61.69252,50.059896,38.368661,52.012695,30.168004,18.600653,62.517161,35.642547,18.977371,52.809212
67,61.287935,64.962738,68.462136,36.544154,40.024415,18.459709,47.141616,25.441303,18.893197,37.478982
68,51.712081,40.006839,33.354665,67.695745,25.195451,18.611809,57.944513,35.821711,44.560273,48.153222
69,46.141433,64.972992,48.18437,21.518947,24.99017,53.794664,62.401722,30.414016,23.82673,42.492531
70,71.407982,44.794319,38.226396,46.67657,60.256876,18.534664,47.084169,25.470687,18.863601,47.46036
71,56.66773,39.889486,63.801917,67.34798,25.140382,43.890938,52.587313,25.671835,13.95551,32.663479
72,41.274287,50.065322,58.703121,67.327215,30.115304,18.447135,37.210785,56.060859,18.865427,42.818812
73,66.371728,69.806806,43.203173,46.766438,35.040253,18.331621,52.35969,20.309508,23.86173,42.71737
74,55.713518,44.277355,37.788129,56.02243,59.423793,18.310566,61.373863,20.231403,23.664797,37.097465
75,50.566692,39.38242,52.458716,65.594451,24.850701,38.094009,55.992499,25.239801,13.763207,46.572004
76,40.984807,64.807156,48.130804,21.244679,50.053174,38.427121,52.079428,19.929387,23.715606,57.594801
77,51.525216,39.750704,58.687677,21.571026,30.030821,48.897182,57.623193,20.422166,34.167479,58.166624
78,66.900353,55.115397,38.293627,21.46907,45.471923,64.349713,52.651882,20.328192,24.002162,32.691815
79,46.061316,54.731553,58.305453,21.364288,45.056811,33.411068,62.298498,25.342081,18.710142,52.644989
80,50.989577,54.489447,38.083091,21.394489,54.90745,58.355968,36.991318,20.399063,23.943826,57.440681
81,56.403778,44.853359,58.417263,21.4144,35.085694,43.771265,62.504182,20.369499,23.937395,52.806763
82,66.295251,39.612545,43.155744,21.410731,45.081574,53.663473,47.075006,20.347621,23.878138,57.647151
83,46.161864,64.855342,48.175614,21.490593,35.136996,53.739779,47.186988,20.464951,24.021374,57.703561
84,46.556067,70.419212,63.84525,57.224958,35.381656,18.452271,42.471267,20.602093,24.190841,43.003858
85,36.337519,29.804497,43.363128,62.112184,35.176957,48.830186,42.202457,50.754989,13.909779,57.916208
86,51.238587,54.813966,63.471717,56.859388,40.095574,18.419877,32.039266,25.497963,18.933584,57.880078
87,51.164301,69.925863,32.974625,61.864905,55.254378,48.671517,37.057915,20.363909,13.793296,27.387127
88,56.556551,70.108899,58.480282,61.947537,40.222081,18.418601,32.10935,25.440029,18.795782,37.648203
89,35.976804,44.917246,38.170521,62.068852,65.655777,48.993861,42.360837,20.306971,13.688928,47.865382
90,56.139224,44.655993,68.184855,21.356839,60.038221,43.609314,52.010257,25.502131,18.87114,27.450328
91,45.951043,64.756166,68.294549,21.262279,34.905548,53.566935,41.930972,25.33494,18.785514,42.44345
92,41.097373,69.918497,43.116446,21.468443,50.152755,53.683397,57.212126,20.364457,23.916553,37.496093
93,72.035201,55.324672,43.412434,47.139216,30.160789,18.505178,57.854804,20.45639,29.088245,48.131978
94,61.550629,44.95813,53.464746,46.861474,35.254793,18.561864,62.415698,55.839543,19.065302,22.584548
95,61.546267,55.067046,38.380708,31.810444,45.437577,18.559631,57.634485,20.619777,34.255875,58.073804
96,61.480826,70.149796,53.359721,62.043007,30.008628,18.44378,37.116835,30.544247,18.942375,37.609437
97,66.638899,39.536194,48.287131,21.310068,40.043719,48.809376,52.400703,20.270421,23.820731,58.144332
98,46.374019,69.826314,58.357407,31.66553,60.244779,33.62076,42.241225,20.464253,13.802006,42.682604
99,66.419768,54.648157,32.698735,56.847067,39.896908,33.265576,62.540625,20.176537,13.698814,37.33568
