,raspi0,raspi1,raspi2,raspi3,raspi4,raspi5,raspi6,raspi7,raspi8,raspi9
0,0.2846299810246679,0.3377609108159393,0.34535104364326374,0.3415559772296015,0.3908918406072106,0.3377609108159393,0.20683111954459202,0.34535104364326374,0.3776091081593928,0.3377609108159393
5,0.5920303605313093,0.6318785578747628,0.349146110056926,0.5844402277039848,0.6129032258064516,0.4155597722960152,0.42125237191650855,0.5806451612903226,0.6261859582542695,0.3377609108159393
10,0.6679316888045541,0.4629981024667932,0.4497153700189753,0.6432637571157496,0.3776091081593928,0.6641366223908919,0.8292220113851992,0.25996204933586337,0.6717267552182163,0.6888045540796964
15,0.6925996204933587,0.8519924098671727,0.47058823529411764,0.7817836812144212,0.5806451612903226,0.6717267552182163,0.7020872865275142,0.49146110056925996,0.8481973434535104,0.681214421252372
20,0.8614800759013282,0.8595825426944972,0.825426944971537,0.857685009487666,0.8975332068311196,0.857685009487666,0.6584440227703985,0.5294117647058824,0.7533206831119544,0.8842504743833017
25,0.8462998102466793,0.857685009487666,0.7836812144212524,0.8140417457305503,0.7798861480075902,0.8633776091081594,0.8159392789373814,0.6622390891840607,0.8595825426944972,0.8140417457305503
30,0.8500948766603416,0.8614800759013282,0.8387096774193549,0.8804554079696395,0.8235294117647058,0.8595825426944972,0.8425047438330171,0.7438330170777988,0.8444022770398482,0.8690702087286527
35,0.8614800759013282,0.857685009487666,0.8444022770398482,0.8368121442125237,0.7817836812144212,0.8595825426944972,0.8519924098671727,0.6432637571157496,0.8842504743833017,0.8216318785578748
40,0.8595825426944972,0.8614800759013282,0.8140417457305503,0.8842504743833017,0.9146110056925996,0.8633776091081594,0.8311195445920304,0.7571157495256167,0.9240986717267552,0.7210626185958254
45,0.7912713472485768,0.9013282732447818,0.8387096774193549,0.9335863377609108,0.920303605313093,0.8785578747628083,0.8538899430740038,0.6963946869070209,0.8804554079696395,0.8292220113851992
50,0.8842504743833017,0.905123339658444,0.855787476280835,0.9222011385199241,0.8994307400379506,0.8861480075901328,0.8368121442125237,0.7647058823529411,0.9222011385199241,0.9165085388994307
55,0.8823529411764706,0.9108159392789373,0.855787476280835,0.937381404174573,0.9449715370018975,0.9108159392789373,0.855787476280835,0.8387096774193549,0.937381404174573,0.9070208728652751
60,0.889943074003795,0.9146110056925996,0.9032258064516129,0.9392789373814042,0.9297912713472486,0.9165085388994307,0.8519924098671727,0.8064516129032258,0.8937381404174574,0.9013282732447818
65,0.9070208728652751,0.9165085388994307,0.8425047438330171,0.9430740037950665,0.9108159392789373,0.9297912713472486,0.8861480075901328,0.6774193548387096,0.9354838709677419,0.888045540796964
70,0.905123339658444,0.9165085388994307,0.9013282732447818,0.9392789373814042,0.8975332068311196,0.9297912713472486,0.8785578747628083,0.857685009487666,0.9297912713472486,0.9108159392789373
75,0.9108159392789373,0.9165085388994307,0.8709677419354839,0.9411764705882353,0.9297912713472486,0.9335863377609108,0.8785578747628083,0.8216318785578748,0.9222011385199241,0.9127134724857685
80,0.9146110056925996,0.9165085388994307,0.9032258064516129,0.9354838709677419,0.9316888045540797,0.9222011385199241,0.8804554079696395,0.8292220113851992,0.9278937381404174,0.9184060721062619
85,0.9013282732447818,0.9165085388994307,0.8804554079696395,0.9392789373814042,0.9297912713472486,0.9316888045540797,0.888045540796964,0.8614800759013282,0.9335863377609108,0.920303605313093
90,0.9146110056925996,0.9146110056925996,0.9146110056925996,0.9411764705882353,0.9354838709677419,0.9392789373814042,0.8975332068311196,0.8709677419354839,0.9411764705882353,0.9165085388994307
95,0.9146110056925996,0.9165085388994307,0.9165085388994307,0.9392789373814042,0.9316888045540797,0.937381404174573,0.9070208728652751,0.8747628083491461,0.937381404174573,0.9184060721062619
100,0.9108159392789373,0.9165085388994307,0.9108159392789373,0.9430740037950665,0.9354838709677419,0.9430740037950665,0.9127134724857685,0.8766603415559773,0.9392789373814042,0.9184060721062619
