,A,B,C,D,E,F,G,H,I,J
0,64.816712,53.531742,37.250392,21.043004,39.076608,52.437278,41.091838,24.737114,18.325799,56.273474
1,64.594581,58.288482,66.518724,45.514023,34.267819,47.322006,36.153681,24.868519,18.489091,12.073067
2,49.810035,62.857578,56.470804,64.639354,38.921571,18.017764,45.579416,24.767531,18.304056,26.544547
3,50.456362,53.881976,42.58377,60.683056,29.607336,18.174986,61.024741,20.126117,28.528578,46.679006
4,59.348022,48.276794,41.920576,59.657926,34.03406,18.016148,59.875599,19.86272,23.22554,41.057215
5,35.109161,67.981402,56.683721,50.266751,34.078311,18.032843,40.881028,19.812327,52.519766,31.436267
6,64.455507,48.307704,32.18296,64.850467,48.720863,18.029389,31.010287,19.828658,32.878485,46.029338
7,60.017571,43.790308,52.100077,35.85745,58.86645,18.2275,60.75079,20.075218,23.41606,36.582085
8,65.049948,48.829771,66.915163,55.617625,39.343879,18.292659,31.460794,20.122508,23.496603,41.657729
9,59.650784,38.936496,47.103142,64.795738,48.833215,18.186736,55.405741,20.044304,23.421152,31.647
10,59.92778,68.259368,52.060079,45.655091,39.215106,18.165766,55.754913,20.012058,23.370398,26.755685
11,45.134839,68.016227,47.045154,60.144134,53.730143,18.303259,45.820131,20.129069,28.254928,21.863614
12,50.195601,63.264874,42.33215,50.499784,29.574156,18.309173,60.492782,20.087331,28.256886,46.132387
13,55.073158,63.323177,56.968087,65.166562,24.70758,18.202138,41.187579,29.887529,23.47554,31.764102
14,59.996241,68.263336,52.173476,40.832916,34.405756,18.166693,55.875821,20.01661,23.399992,36.641079
15,55.054832,68.229066,47.202588,55.424139,34.42779,18.241278,36.264002,20.062865,23.444235,51.227924
16,59.526218,67.773781,32.408725,59.889885,39.064583,32.705655,40.873274,15.113607,18.468778,41.196356
17,69.337358,53.314199,37.189276,21.109433,39.037406,57.00603,40.90761,19.998203,23.334194,46.16989
18,64.691222,43.761722,66.555867,45.605308,29.484507,18.222305,31.310987,20.042771,42.868261,46.194808
19,59.823208,53.552799,47.176625,21.301118,34.455518,57.165419,36.232726,24.943376,18.516406,55.916506
20,63.872254,43.335286,56.149625,35.480352,29.147127,46.772108,40.489436,15.06973,18.301485,54.992568
21,68.442363,38.61125,60.772818,40.296387,29.226041,46.734126,40.399977,15.110008,18.339091,45.321928
22,49.872073,67.935291,42.092211,55.16706,29.442291,56.99861,45.683748,20.138296,28.10785,12.25922
23,49.932803,38.854794,56.646226,60.036573,63.383819,37.653978,45.736187,25.008967,18.653323,12.331184
24,69.601276,48.617581,51.973656,60.218006,29.501388,18.270303,50.828054,20.101643,28.252961,31.578338
25,69.80076,53.647532,37.332188,21.21631,58.846179,37.628749,41.056682,24.736998,18.31665,46.314231
26,64.866689,48.828576,42.368516,21.295478,34.394616,52.438299,60.610862,20.125427,23.516124,41.502885
27,64.599929,58.265018,47.002846,21.194326,24.459935,47.265068,60.311265,24.791198,28.147867,31.485768
28,64.686324,43.763093,66.621176,21.294024,29.468921,47.437257,40.98336,29.696118,18.467087,46.170362
29,69.675383,53.553776,37.339748,21.281114,53.913913,42.620713,55.813451,24.890351,18.467671,31.582628
30,69.733683,43.910655,52.138059,60.373281,29.516945,42.702627,31.374523,20.223008,13.823281,46.375264
31,65.223706,68.61721,47.593729,50.986133,29.739135,52.823444,31.600172,20.225835,13.774684,31.99173
32,40.588286,58.710459,32.695138,65.507788,49.257211,57.505519,36.393611,20.16184,13.765403,36.81136
33,64.339267,67.648274,46.941088,55.014712,34.228388,18.255939,45.614534,24.788434,18.479639,31.445387
34,64.85776,68.276481,42.272196,45.575777,34.268239,18.121712,45.880162,19.94534,23.330613,46.271072
35,65.410155,54.282442,47.870053,31.476252,34.884596,18.559704,51.508302,59.653446,18.903934,32.179457
36,69.539546,58.456798,37.505217,45.678012,39.27414,18.313348,45.959684,24.999913,18.559025,51.152739
37,64.795252,68.19113,56.999281,40.640971,29.161308,17.986771,46.04873,29.6339,18.318311,36.627973
38,68.965474,58.00181,51.72687,40.641757,58.311319,18.173226,31.25678,20.054927,23.411943,36.479747
39,64.468791,53.349591,42.119164,64.86616,34.194297,18.213089,50.632617,24.853828,18.453691,36.381978
40,68.941085,38.605321,41.928563,54.821224,43.687461,18.20606,55.126363,19.994105,23.255348,40.917329
41,69.351618,33.909142,51.806861,40.630011,43.936043,18.158438,50.640777,29.722995,18.453278,50.96977
42,64.380643,58.110089,66.247412,45.367872,38.987551,18.11771,31.089623,24.682895,18.375131,41.170663
