,raspi0,raspi1,raspi2,raspi3,raspi4,raspi5,raspi6,raspi7,raspi8,raspi9
0,0.44022770398481975,0.23529411764705882,0.3377609108159393,0.3377609108159393,0.34535104364326374,0.3377609108159393,0.16888045540796964,0.34535104364326374,0.3377609108159393,0.34535104364326374
5,0.5104364326375711,0.6015180265654649,0.34535104364326374,0.3377609108159393,0.48956356736242884,0.4667931688804554,0.6394686907020873,0.2998102466793169,0.6470588235294118,0.5768500948766604
10,0.4098671726755218,0.5863377609108159,0.5426944971537002,0.6204933586337761,0.5294117647058824,0.5996204933586338,0.8026565464895635,0.5673624288425048,0.6679316888045541,0.3984819734345351
15,0.7419354838709677,0.7381404174573055,0.47438330170777987,0.7324478178368121,0.872865275142315,0.7381404174573055,0.8102466793168881,0.34724857685009486,0.6166982922201139,0.7874762808349146
20,0.8614800759013282,0.74573055028463,0.8102466793168881,0.635673624288425,0.8500948766603416,0.8178368121442126,0.8292220113851992,0.4971537001897533,0.8140417457305503,0.8785578747628083
25,0.8197343453510436,0.8595825426944972,0.7438330170777988,0.8235294117647058,0.7381404174573055,0.8538899430740038,0.8026565464895635,0.6622390891840607,0.8444022770398482,0.889943074003795
30,0.8595825426944972,0.8595825426944972,0.8121442125237192,0.8273244781783681,0.7666034155597723,0.8614800759013282,0.8140417457305503,0.8235294117647058,0.872865275142315,0.888045540796964
35,0.8614800759013282,0.8595825426944972,0.8121442125237192,0.8064516129032258,0.8273244781783681,0.855787476280835,0.8330170777988615,0.6451612903225806,0.8178368121442126,0.8368121442125237
40,0.8614800759013282,0.8595825426944972,0.8273244781783681,0.8823529411764706,0.8804554079696395,0.8500948766603416,0.8235294117647058,0.6280834914611005,0.7912713472485768,0.8994307400379506
45,0.8538899430740038,0.8652751423149905,0.8406072106261859,0.7685009487666035,0.8197343453510436,0.857685009487666,0.7874762808349146,0.5787476280834914,0.8975332068311196,0.9108159392789373
50,0.8311195445920304,0.8975332068311196,0.8292220113851992,0.9316888045540797,0.9070208728652751,0.8500948766603416,0.8387096774193549,0.7400379506641366,0.9108159392789373,0.9146110056925996
55,0.855787476280835,0.9108159392789373,0.8709677419354839,0.9165085388994307,0.9146110056925996,0.889943074003795,0.8349146110056926,0.7703984819734345,0.920303605313093,0.8766603415559773
60,0.8785578747628083,0.9108159392789373,0.8292220113851992,0.9392789373814042,0.9146110056925996,0.8690702087286527,0.8292220113851992,0.8311195445920304,0.9316888045540797,0.9108159392789373
65,0.888045540796964,0.9146110056925996,0.8216318785578748,0.9411764705882353,0.8918406072106262,0.8975332068311196,0.8368121442125237,0.8406072106261859,0.9089184060721063,0.9070208728652751
70,0.8937381404174574,0.9146110056925996,0.857685009487666,0.9430740037950665,0.9184060721062619,0.9032258064516129,0.8406072106261859,0.8330170777988615,0.9335863377609108,0.9108159392789373
75,0.8766603415559773,0.9146110056925996,0.8273244781783681,0.9430740037950665,0.9089184060721063,0.9184060721062619,0.872865275142315,0.8216318785578748,0.937381404174573,0.9108159392789373
80,0.8937381404174574,0.9070208728652751,0.857685009487666,0.9392789373814042,0.9032258064516129,0.9165085388994307,0.8690702087286527,0.8444022770398482,0.9335863377609108,0.9146110056925996
85,0.8804554079696395,0.8994307400379506,0.8975332068311196,0.9411764705882353,0.9108159392789373,0.9108159392789373,0.8785578747628083,0.8595825426944972,0.9222011385199241,0.9222011385199241
90,0.8994307400379506,0.9127134724857685,0.8709677419354839,0.9449715370018975,0.920303605313093,0.9222011385199241,0.8595825426944972,0.8652751423149905,0.9222011385199241,0.9278937381404174
95,0.9108159392789373,0.9127134724857685,0.8975332068311196,0.9411764705882353,0.9127134724857685,0.9184060721062619,0.8842504743833017,0.8652751423149905,0.9335863377609108,0.9146110056925996
100,0.905123339658444,0.9165085388994307,0.889943074003795,0.9430740037950665,0.9278937381404174,0.9222011385199241,0.8842504743833017,0.8614800759013282,0.9335863377609108,0.9222011385199241
