,A,B,C,D,E,F,G,H,I,J
0,61.248518,69.724505,53.204908,61.60207,35.113542,43.456737,22.079458,15.535791,23.772667,32.109565
1,65.342059,54.016687,57.466561,41.033488,34.493149,18.247953,61.208474,25.140284,18.612346,36.965097
2,61.426895,54.941094,63.407211,66.935583,45.209269,18.47355,26.981085,20.444616,28.930561,32.418114
3,65.902304,59.496037,52.944657,21.360708,24.867139,38.365138,61.755052,30.316856,23.793119,37.291997
4,65.521161,69.034234,47.674647,21.376116,34.679288,53.006022,46.527088,20.240035,23.661998,32.028268
5,71.204311,39.194762,58.009596,21.347697,44.764673,58.48634,36.596919,25.041746,18.532637,42.156728
6,61.057148,69.686478,63.134672,21.442407,34.982199,43.545417,26.950544,20.40148,33.972885,42.443227
7,51.161842,54.597692,68.034599,41.654258,59.962337,18.484049,32.05039,20.491828,23.923679,47.281019
8,60.926921,69.391502,62.797725,41.539828,30.092043,48.432915,31.983076,40.505545,18.971024,12.496785
9,66.435063,69.955703,33.292532,46.865066,55.32808,48.824347,37.17178,20.466249,29.047366,12.349316
10,65.634007,69.14528,42.859014,21.51769,24.904597,48.197091,41.733498,30.234103,23.697587,47.025528
11,55.777168,64.094912,67.621716,21.359477,29.708285,53.071413,41.62651,30.089617,18.603,32.023977
12,71.58178,65.130918,38.288762,21.484484,45.361389,53.963075,47.385284,20.495032,24.012696,32.705539
13,61.310784,44.739409,63.357205,36.692866,25.095067,18.57974,62.151021,40.570126,23.909082,42.553323
14,40.826706,64.280511,52.746139,21.379926,64.649765,43.162209,36.651106,25.205951,18.715829,47.073705
15,60.956508,44.235807,62.981017,66.534417,44.673988,18.280466,46.71736,25.02335,18.566606,26.989654
16,46.196326,59.901785,63.389009,51.704501,35.085119,18.386599,62.218146,20.394976,23.919266,37.504377
17,65.848143,44.48438,52.927645,21.585236,34.999706,63.273202,51.745893,25.384118,18.803836,37.180117
18,65.801444,44.46498,67.792438,46.412508,34.981596,18.406312,51.752073,20.378016,23.843252,42.198573
19,70.041939,63.655574,47.420887,55.731969,49.260316,18.280382,36.472542,20.112904,23.547137,26.957926
20,65.160407,58.754889,47.313115,65.471433,29.504591,18.266996,36.302963,20.106107,28.283024,41.5392
21,70.321114,54.292712,37.648247,21.314003,59.210796,52.84433,36.503149,20.151936,23.545889,36.810149
22,69.998718,48.95197,62.064445,21.344144,34.496752,52.619592,26.666367,34.822766,18.531514,41.580472
23,69.869595,53.901179,62.044459,21.473569,29.692108,33.191093,41.539817,35.085953,18.742085,46.526211
24,50.486231,58.776959,67.153222,21.400183,34.587998,57.633146,46.286906,20.182924,23.589745,31.887974
25,59.69046,43.622762,66.537135,35.76487,58.556309,18.205116,40.789165,20.000452,23.273652,41.064657
26,65.460866,68.853667,57.481136,46.033521,34.631813,18.320264,46.464766,20.19065,23.5946,31.970798
27,45.316537,68.196296,61.820004,55.44094,49.016849,18.219904,31.329275,19.963271,23.375195,36.502591
28,40.554024,63.4943,47.4337,55.59567,49.200083,18.339269,60.732128,25.030224,18.522439,31.733149
29,60.700146,69.049717,52.873678,21.774166,30.048129,43.351037,31.891124,35.061258,18.784532,51.652542
30,40.324964,48.571474,61.748648,21.330532,53.792159,62.115295,45.866884,20.039243,23.371122,31.478734
31,45.316725,53.668911,66.872906,21.296031,34.446823,42.690987,55.927844,25.060348,18.557987,46.406692
32,45.185435,63.354884,66.694779,21.260967,34.139586,52.254972,40.912411,24.708033,18.36135,41.19048
33,45.592388,53.988044,62.109571,46.040733,54.153934,62.311313,31.556199,20.232858,13.76448,22.09561
34,54.972181,58.367999,37.463479,21.188069,44.068501,57.110603,60.481182,24.883437,18.47874,31.730655
35,45.22866,63.039105,66.453263,45.567519,48.759835,18.137959,31.311175,20.04176,23.360427,45.931399
36,65.062763,39.082602,66.935421,55.606347,39.32069,18.250134,41.156352,24.985783,18.505696,41.501525
37,64.676348,68.085447,47.063357,21.329845,39.143164,47.361915,31.271471,24.882068,18.500695,46.146157
38,60.378587,68.686524,52.42772,41.033464,29.669613,57.65524,31.547659,20.172486,13.725603,36.779084
39,65.330454,49.106755,52.495989,21.385495,34.663503,28.234865,36.53585,20.220574,48.254,56.568845
40,64.820761,68.048979,47.394571,55.5093,49.142482,18.4361,36.600916,25.245136,18.762135,27.133613
41,50.549752,34.349259,67.109138,50.787847,34.564701,18.299596,56.048004,34.885401,18.58671,46.554297
42,35.658354,53.608226,56.987834,21.534671,58.849807,62.276643,31.388285,34.735796,18.629624,36.527521
43,50.733966,64.029861,52.517809,65.837584,24.695121,18.337218,36.516491,30.035708,23.484208,46.75842
44,69.880411,38.959933,57.03855,60.507985,39.177049,18.207342,46.060435,24.904072,18.456279,36.512893
45,69.903815,39.154474,42.51968,45.832213,54.113282,18.230305,55.98274,20.183761,23.579165,41.654208
46,60.059327,48.77407,32.616836,21.216601,34.332955,62.16798,45.905803,19.955133,33.12424,51.139276
47,69.794281,58.581555,47.384271,21.402632,58.848703,37.93564,46.023504,25.037441,18.592894,26.8223
48,45.398688,48.791956,66.923749,21.311466,58.847167,52.491052,31.312454,20.107284,23.418461,41.433241
49,50.380559,63.673813,37.460435,65.615091,49.201699,18.238087,36.333044,20.059238,23.288541,46.448835
50,64.54361,53.464754,47.118238,64.911788,34.396389,18.386257,50.605567,24.977963,18.610319,31.594473
51,70.33737,48.902821,62.320658,55.798401,39.366263,18.366093,31.436675,25.009295,18.518303,41.61782
52,55.00183,38.993272,66.587644,45.65622,39.251333,18.25378,50.62222,24.933682,18.535954,50.95374
53,70.157404,48.90478,57.327354,21.247476,29.501898,37.846453,56.176531,29.921313,18.476855,41.672832
54,70.097387,34.225785,42.536263,50.835796,59.123533,18.386726,41.366171,30.049523,18.683957,46.553288
55,50.567843,58.868811,37.795576,65.427374,59.098625,18.557848,46.339653,35.090189,18.785229,22.12662
56,55.444386,39.217387,67.191731,21.499028,54.215632,37.967224,41.322738,25.130085,18.674216,51.536443
57,65.430298,68.810486,42.664622,21.455204,49.33816,42.890195,31.591908,25.149717,18.681669,46.686997
58,55.896475,34.539459,67.994391,21.498136,34.954823,58.40942,41.842895,20.401895,33.833925,47.214572
59,66.273357,59.694438,68.310057,21.378406,50.071167,43.530278,36.941442,25.217789,18.669451,27.19524
60,61.478406,54.899201,68.378897,26.73401,35.155598,18.57502,42.076735,35.48147,23.929814,52.530961
61,61.362395,49.959984,53.353859,21.659098,25.229758,63.730695,37.299804,55.626602,24.20809,27.7108
62,51.248049,69.770241,63.203945,21.513873,55.176175,33.617986,37.135988,20.408406,24.048668,42.622569
63,66.631497,55.095986,68.620582,21.60256,35.314816,38.850283,42.377171,20.514918,24.07916,47.92597
64,70.795618,39.265627,52.705614,21.375994,44.638227,58.146641,36.587009,20.240023,23.615941,47.000498
65,70.895393,44.511418,52.899493,21.338556,24.764721,43.324663,51.821701,30.278763,23.756843,52.296608
66,61.342958,34.65314,63.273633,21.415945,35.123851,43.682573,37.134794,20.413194,44.145535,57.583545
67,46.18082,65.976056,69.45163,21.667487,35.092939,54.662694,47.963689,20.422989,23.889581,37.349798
68,56.585319,40.005063,68.431576,21.767674,30.41143,53.857872,37.334196,55.694147,19.004375,37.827411
69,56.041733,39.578782,62.937513,21.455593,54.927316,23.383883,36.908861,40.373585,58.789129,22.184944
70,61.545184,55.032039,38.298037,21.570915,65.468642,28.575343,37.210663,40.803748,18.951567,52.773902
71,55.811727,39.406001,62.656573,21.372392,39.711279,53.05191,61.518817,20.294948,23.735318,37.14605
72,36.274498,59.460807,62.823616,41.760203,45.177476,18.596287,32.141697,45.540305,18.973024,57.118144
73,70.278504,53.945344,42.526567,55.809109,34.502948,18.179607,41.437223,20.076061,23.521078,51.676246
74,70.059854,48.906123,52.353832,21.194084,54.23027,23.150391,26.609413,29.997693,33.361248,51.572316
75,69.987243,63.639162,42.548957,21.358343,34.615545,42.787028,46.162596,25.058738,18.590776,46.483846
76,50.837686,44.448893,57.928257,21.416225,59.843286,48.241747,31.765548,20.298536,23.783672,57.166002
77,71.116609,54.37943,47.585398,21.432156,60.270004,33.341822,52.025802,20.248175,23.768431,32.066782
