,A,B,C,D,E,F,G,H,I,J
0,27.283501,38.72039,59.058637,48.658294,16.555837,49.809093,39.436392,33.431347,23.149979,17.175283
1,26.195886,46.466282,40.616478,56.453097,15.828542,48.995228,43.082501,28.616297,18.355098,21.269717
2,30.499811,50.902131,31.742158,43.252155,15.69454,53.615455,34.310852,28.427767,13.839193,43.064185
3,26.497808,34.051142,58.9914,35.383128,16.008815,49.898848,44.065577,38.261093,18.865255,30.80993
4,52.689159,46.838526,40.948315,30.675923,15.870199,23.118828,52.389957,28.882161,14.09308,43.363002
5,26.157942,46.672165,58.273902,34.709378,15.831072,44.878939,34.479533,24.17675,18.25634,43.140997
6,30.659732,42.274654,45.230542,52.587367,20.233821,27.384154,43.549853,50.801814,9.705464,25.674652
7,61.658746,51.424093,45.494507,52.717907,20.368368,36.487953,21.72744,29.064411,9.805554,21.489178
8,30.384683,33.286308,44.845023,34.604282,15.706362,35.946858,47.613442,50.465986,13.92014,38.624426
9,61.331068,29.070619,53.956403,48.015027,37.637966,27.248916,38.927044,28.592938,9.627606,12.478215
10,30.526904,59.853916,31.852924,34.677961,15.736288,35.975102,38.789474,41.69378,13.928189,43.072352
11,61.343321,29.196245,53.958736,39.28905,15.884886,31.845852,43.477735,24.445128,14.174717,34.485615
12,30.874911,55.748399,41.06209,57.054304,15.764226,27.712188,39.372263,42.252658,14.209982,26.016637
13,30.425902,42.02811,44.925043,34.621514,15.72776,44.636744,51.867504,24.093131,13.900712,42.987157
14,26.181555,51.234562,36.471711,30.485956,15.86243,36.262679,52.492312,37.526659,18.285601,43.415007
