,A,B,C,D,E,F,G,H,I,J
0,20.504442,38.900144,42.096428,33.742801,29.2726,24.835444,12.8852,19.7178,43.057667,105.259878
1,16.048924,46.84211,30.022065,21.81838,32.64359,24.477011,35.333403,15.788235,38.946363,44.946685
2,19.429211,46.814064,33.706969,21.604386,36.359052,24.295238,27.569632,11.804092,38.936431,105.172788
3,19.321147,38.198097,33.798961,25.474721,40.407643,28.263485,12.348474,19.380579,43.118694,105.503614
4,27.045031,41.878737,37.381319,21.506472,32.415958,28.049036,12.234863,15.414147,42.779462,105.169242
5,43.286105,38.975422,45.965067,22.842781,26.022083,29.206332,32.327043,16.647443,12.317908,44.806087
6,43.504748,50.504808,38.566224,22.712438,33.626263,29.255563,17.255981,43.311243,12.369081,22.211207
7,18.944169,29.970733,45.639116,24.937008,35.922444,31.578398,11.876307,18.782937,38.469354,104.626003
8,18.914842,40.997021,21.607349,32.39704,35.564117,23.703327,11.916981,26.313983,41.863053,44.136795
9,18.863658,29.734882,36.713662,24.836271,31.816532,19.959351,11.984373,37.729514,41.963823,44.27658
10,19.546255,38.383144,29.896341,33.247905,40.74195,20.527757,12.300069,23.216803,43.609521,106.005159
11,19.274173,37.862429,25.81944,29.109234,43.754257,31.791522,12.183059,19.264184,46.385802,36.365631
12,19.090079,34.008807,41.234271,25.210096,28.460839,35.692545,12.137265,19.116341,42.813531,105.270302
13,23.205811,37.982202,41.249942,25.401295,32.502625,28.091791,16.067709,11.791931,42.83259,105.683164
14,34.277541,37.649386,21.784783,28.832627,39.865829,23.968324,12.06671,15.272229,42.56714,44.933768
15,22.920582,42.562505,45.898415,25.098489,32.103926,27.763046,12.015582,15.219179,34.770625,104.945984
16,20.944879,39.641286,42.878084,30.884851,34.119394,22.013105,13.917823,24.837045,44.418112,105.627241
17,19.136213,29.995294,40.888225,21.238558,32.152275,35.366033,12.043956,22.836468,42.365384,104.757675
18,39.510604,35.174297,49.788649,45.41086,29.678411,40.513691,16.221254,11.840145,23.655014,17.371651
19,23.006399,38.5158,45.704511,41.2419,33.103133,24.046096,15.980762,11.781082,27.132224,104.673652
20,23.251855,37.985339,45.990077,29.198596,32.424297,16.59742,23.640427,11.756752,38.871105,104.946276
21,30.819201,37.877962,41.139508,32.937832,24.83003,20.482057,16.0502,11.775585,42.58458,104.896722
22,19.258222,50.300266,14.472085,25.179766,32.246892,20.299348,43.6545,34.451995,38.736673,24.658808
23,19.416398,30.348098,45.058619,25.408226,40.082277,20.491372,31.302157,11.721701,46.456582,32.458935
24,19.584659,34.275509,45.128774,21.822683,40.21883,24.471527,27.664149,11.901192,46.504517,32.680392
25,19.10155,26.14207,40.666299,21.224128,31.959476,27.674692,12.08149,46.523888,42.138703,31.987675
26,23.271039,46.756071,37.514691,25.454342,32.601947,16.709597,47.921221,11.848145,39.010196,25.023553
27,19.211685,37.464769,40.63564,21.271932,32.005209,23.915541,12.082997,46.440356,42.081214,24.554371
28,19.154692,26.279584,37.201078,21.393809,39.884072,27.932745,12.098263,46.922289,42.510255,28.584159
29,19.20859,37.645336,49.542496,21.338642,28.318343,24.00598,31.049323,11.622822,38.593608,40.978408
30,23.019131,30.128333,44.747385,17.480679,32.175442,23.95177,12.065766,34.272304,46.233643,36.069127
31,19.412391,26.333278,40.725124,21.416446,28.341442,31.540763,12.24275,41.666869,45.896395,31.952646
32,19.113811,46.168554,25.566962,21.225017,48.22378,40.132157,12.027178,30.384905,34.613826,24.539827
33,19.305816,30.241943,38.17645,21.508257,45.164024,24.22394,32.155204,11.800866,47.748999,37.691528
34,18.975219,33.584233,49.282854,21.14045,39.54335,23.824458,11.92889,34.136421,42.177531,24.389787
