,A,B,C,D,E,F,G,H,I,J
0,41.474542,44.261745,47.331483,35.441926,31.021671,18.073389,13.621327,9.097744,24.711264,18.342429
1,36.000435,39.255267,42.611389,21.926375,29.913045,17.039737,12.689678,8.435036,23.752937,41.45292
2,40.10491,31.851393,46.616755,18.233782,34.083854,13.270916,25.342212,8.371744,20.327356,38.03955
3,39.8068,46.848003,19.845449,41.893887,26.305962,33.348609,29.034538,13.291408,8.878539,18.961464
4,27.585077,35.647248,38.978489,22.19919,45.507512,13.385234,16.596792,8.448155,27.783797,37.817855
5,44.086353,32.004215,46.954482,34.846909,38.121695,21.963678,13.78699,24.691142,8.807013,14.916879
6,39.901979,30.748128,42.552791,25.811673,21.456638,13.274636,16.549024,8.42389,31.753824,41.521364
7,28.552487,35.66854,23.592573,42.275039,18.721892,29.740894,13.746907,36.272815,8.879345,41.949871
8,31.069528,39.141422,42.377367,25.619593,17.483916,13.200011,20.168807,8.353929,31.424786,41.416603
9,34.908613,42.929772,30.030336,25.679207,21.323041,13.257353,16.500064,8.373016,35.245695,41.360919
10,32.249176,39.263212,22.568981,34.35625,41.428262,17.107056,12.749841,8.390998,23.939053,41.450978
11,24.962975,39.581235,46.596083,34.676281,18.862011,29.718704,13.846537,24.853083,8.869958,38.025503
12,24.714523,43.354437,46.555493,26.887992,33.892052,18.083027,13.640683,28.429266,8.698734,33.875653
13,27.542435,39.451378,46.701862,29.620373,17.631959,13.27012,20.438978,8.437869,31.789888,37.980663
14,35.446873,43.634184,22.65126,29.861493,25.343923,17.066845,12.595998,8.336508,35.88429,42.172769
