,A,B,C,D,E,F,G,H,I,J
0,41.404171,56.275582,58.817569,24.648948,31.320886,17.436821,36.392681,43.015296,37.430945,19.648239
1,49.832624,27.60348,34.429667,37.041111,47.944333,38.16347,53.269376,14.415113,21.181623,44.526505
2,33.060811,27.517366,38.27619,20.373358,55.730003,41.928132,44.490534,34.819669,25.119492,44.119008
3,33.182369,27.561765,34.337766,20.425034,39.592917,50.529321,44.84188,30.891284,37.641217,48.578306
4,29.011613,39.832977,50.629127,32.728915,27.071119,17.48256,40.494922,34.880882,45.759726,48.38507
5,62.25156,44.247807,30.323008,24.700332,52.140929,42.363264,45.011216,31.055687,25.449478,11.5154
6,28.73327,31.433432,54.781453,20.272465,35.191292,42.005192,36.330545,26.551008,41.604853,48.42624
7,58.261857,31.869356,46.95683,41.308682,35.625276,21.604028,45.072459,26.912702,12.897769,48.804908
8,45.568036,27.581064,30.21294,32.821585,35.478711,17.474182,40.725191,43.358315,45.985342,48.629045
9,41.779335,44.435916,30.458921,45.538679,23.271495,46.634914,28.536433,47.713604,13.008035,48.803115
10,49.808523,35.934762,50.925569,24.59615,27.246176,17.470619,49.022466,30.955899,33.594111,48.608347
11,45.855083,27.883618,30.542317,37.269004,31.598623,17.643172,40.940944,43.571723,46.148627,48.719098
12,45.699348,31.811314,38.555984,24.624099,47.865754,17.437196,48.912158,26.818165,37.659943,48.50581
13,41.550659,56.625127,34.460026,41.228019,48.039715,21.656147,40.909157,22.786456,12.965956,48.76029
14,29.191805,31.84476,34.472863,53.777963,43.921113,17.513912,36.732127,31.033551,42.03233,48.837445
15,53.873938,27.700358,42.758195,32.978711,51.945593,17.500957,40.753661,22.756525,29.582521,48.477429
16,33.248693,40.092677,51.041119,45.372988,31.388595,17.518169,36.724699,18.618811,46.211562,48.8301
17,49.836401,31.983551,50.964967,33.111817,35.611256,17.588353,36.673499,18.648297,45.931511,48.525201
18,29.22407,44.343225,30.394212,33.014786,52.14544,17.586452,40.874494,31.081109,41.969987,48.676674
19,37.309454,56.398998,50.810319,45.150557,35.34554,17.405836,20.044269,22.679871,33.437331,48.451708
20,45.919441,40.277199,55.937568,24.768917,27.327277,17.527713,28.416337,39.431759,50.920722,40.913654
21,41.594043,44.205157,30.486343,53.645122,56.264538,17.534709,28.45081,39.179204,41.828766,15.589984
22,29.1403,40.046307,30.277049,45.337354,31.386708,17.498061,44.968662,35.085438,46.087393,48.707801
23,28.895423,47.938219,42.311394,20.407371,51.712401,25.498311,32.177,42.980709,25.01001,48.210812
24,29.218276,31.902559,42.881293,49.679467,52.251397,17.615528,32.696527,26.999503,37.951256,48.798459
