,A,B,C,D,E,F,G,H,I,J
0,49.591394,31.102031,25.274577,19.580184,39.375602,46.392211,32.129967,26.29401,46.161153,48.855317
1,28.466448,31.201782,33.840042,19.819131,43.540851,33.515475,36.233942,43.081089,45.787253,48.500611
2,28.558421,52.728824,34.030622,19.807765,39.577977,25.160342,40.899177,30.786329,46.39192,49.136506
3,45.275878,26.931494,46.548644,19.729721,26.545157,33.455708,27.686844,43.194097,50.1611,44.375601
4,28.407779,52.413947,42.366003,19.705998,43.658633,29.323597,23.514432,30.563614,50.321304,44.518087
5,53.879887,26.836655,21.128134,32.328505,43.563094,33.560002,23.438309,34.842268,50.214073,44.426072
6,28.455454,31.231278,51.094587,19.60242,35.140667,42.200875,27.814711,34.845504,50.426138,44.713243
7,37.031037,48.388519,21.216079,49.623833,35.227281,20.889021,23.620888,34.952401,50.501944,44.67946
8,57.92571,39.789184,25.49962,19.745238,30.951744,37.843576,44.574887,21.969533,49.711225,35.748833
9,28.235679,43.393433,21.107402,44.502437,47.138595,28.964383,23.295569,30.134307,49.337383,43.60101
10,36.574481,43.277051,21.122286,23.701143,46.956083,41.286647,31.54689,21.813563,45.120044,47.720462
11,28.391146,56.127064,33.639975,44.593971,26.30421,37.271778,44.170694,30.007435,12.002482,47.938929
12,32.669364,39.556541,21.331996,32.338302,47.50029,20.915166,36.075064,38.740873,49.595066,43.93826
13,28.350635,43.543692,29.436381,19.735644,47.330853,29.087879,40.148258,30.233003,49.618753,43.910286
14,28.404058,35.251542,41.980646,19.727176,34.77125,24.947585,48.468781,42.802763,37.10734,48.12618
15,40.836886,31.065088,50.251026,19.724068,43.0644,37.395759,27.621347,17.785129,49.540484,43.84056
16,32.46627,39.238594,33.527245,19.638303,47.093256,41.439403,35.811746,17.71006,49.406683,43.713059
17,36.535338,51.658352,37.673305,19.611213,26.304113,37.218868,39.856139,17.681488,45.170694,47.842391
18,45.211424,35.479723,46.392029,19.884532,51.586008,20.980744,31.950743,22.136718,41.320333,48.105704
19,48.910803,43.26403,25.115415,19.451171,47.054619,28.914761,31.553179,21.661449,49.279124,43.557424
