,A,B,C,D,E,F,G,H,I,J
0,39.784032,55.837419,49.82029,17.581848,24.728753,36.331913,26.017563,50.817136,14.037852,34.443405
1,25.760662,33.111552,36.016321,16.951518,24.141227,40.168963,47.426137,32.747705,39.912656,47.154729
2,61.002121,50.902579,22.918579,17.021365,28.590886,35.912227,38.673141,28.330117,18.120537,42.873891
3,25.805204,28.617778,31.501755,16.967512,37.236064,31.269252,47.334523,37.04559,48.651952,38.381424
4,25.873173,46.219157,40.324443,17.066168,24.155707,53.153857,25.529569,45.749568,39.90178,25.303721
5,30.15122,50.537937,31.436439,16.908016,19.740959,31.288337,47.276882,37.013283,48.574452,29.629233
6,60.866716,41.96962,44.850569,17.054484,19.932636,31.538155,25.550436,41.692981,18.141553,42.906325
7,52.740841,42.045708,36.245718,17.201726,42.160031,27.127585,47.853619,19.587376,13.67196,47.611035
8,25.852523,41.699501,48.853093,16.855913,54.515899,31.222204,38.38729,23.797954,17.902785,42.534655
9,25.771845,42.088699,49.310173,16.958187,41.880902,49.154408,30.09604,50.437246,18.023115,20.881797
10,25.897905,55.038682,44.693403,17.006653,28.619721,31.496265,42.976273,32.734963,48.607404,16.547007
11,25.732973,54.873519,40.209111,16.904111,32.739146,39.954045,21.000198,23.837818,39.748896,46.963193
12,38.846754,28.678407,31.567291,16.844456,19.629462,48.601728,51.432423,36.925503,31.135133,38.302867
13,26.626978,42.965868,50.400056,17.663276,55.034697,61.425129,26.152105,28.889208,18.377353,34.638514
14,34.671278,65.067116,72.345073,21.81318,51.954544,75.899001,40.297256,67.975327,57.61067,27.125526
15,25.726265,53.142128,27.070858,16.933064,61.227602,26.993662,62.59942,51.705905,34.690273,25.325583
16,30.443573,20.221294,31.836203,52.241853,19.969775,40.355625,43.263151,32.895449,49.00259,25.56149
17,30.338187,37.584348,58.058101,17.03761,28.569351,40.201042,47.553627,41.421726,13.756671,29.804045
18,38.830582,41.707776,48.859124,16.820736,19.650982,26.901677,51.473547,36.88717,44.043544,16.55122
19,70.716426,82.352313,38.945919,21.602961,50.75333,71.187336,65.14682,22.81894,36.458249,50.07369
