,A,B,C,D,E,F,G,H,I,J
0,70.55029,39.138161,47.587976,61.028132,29.615754,48.093957,36.599905,20.139969,13.603392,46.919995
1,55.601858,64.081441,47.739205,56.13821,64.495446,28.195626,36.733534,19.980775,13.544744,27.178816
2,70.332729,58.95255,62.376702,40.891133,24.484894,47.899524,41.355404,24.908029,13.621003,26.841388
3,70.900662,34.292551,42.768904,61.36635,34.715558,53.32655,41.683795,20.110851,13.552071,42.141656
4,71.05016,34.422905,58.095234,61.5733,34.955703,43.549746,36.995526,20.229274,13.676472,42.438241
5,65.824453,44.575153,47.988012,56.311733,64.761926,48.378241,31.979794,20.357075,13.788524,22.349664
6,70.446458,58.963951,37.618065,45.951623,29.677997,38.051466,56.464465,20.267377,13.825429,41.864735
7,45.99145,39.468701,58.371209,21.384851,45.017082,63.996717,47.210374,20.367225,23.774205,52.907761
8,35.657048,54.26881,62.764442,41.220783,54.745883,43.181733,61.645313,20.136474,13.691175,27.120181
9,51.091403,54.673022,43.015925,21.234225,34.946728,63.738305,52.122639,25.357306,18.763589,52.641672
10,45.619448,49.133519,27.666721,66.132877,34.706626,48.137297,51.659594,25.188212,13.601222,52.129257
11,40.708566,59.047412,32.771693,50.983782,44.510634,63.336449,36.583971,20.223028,13.712481,51.952152
12,56.356109,34.185371,37.878998,56.93098,40.097206,64.047855,42.269406,20.138793,13.600223,52.877495
13,61.008098,69.606785,43.010068,46.507972,34.937173,18.365778,56.998266,25.360322,18.754227,42.403722
14,51.029741,54.636602,68.471633,21.261072,34.975556,53.674054,36.972376,20.299209,23.851959,52.66846
15,46.306195,59.815003,48.28271,21.576809,25.182113,48.715774,62.243774,30.676582,24.097792,52.649389
16,65.76112,44.221648,37.748327,21.300016,44.68498,63.36277,46.669387,25.193958,18.695587,47.200033
17,70.679801,49.21989,52.861934,21.328602,59.74056,53.256973,26.652809,30.164704,18.636855,32.108036
18,70.162492,63.572847,27.674662,45.851212,39.385212,18.223258,46.180569,29.929045,23.45965,46.535803
19,64.91717,43.771082,52.153335,65.191615,24.425137,18.089266,41.131542,24.78437,28.208903,46.488456
20,35.436094,58.753334,47.053139,21.115504,39.123153,62.833233,45.867032,19.90884,28.210955,51.737453
21,70.947897,39.158164,57.649746,51.122427,39.636141,18.259734,41.562536,25.135862,18.64872,52.291387
