,A,B,C,D,E,F,G,H,I,J
0,35.671535,42.655099,22.753422,26.063598,44.506805,36.177143,27.91806,11.721179,46.714391,13.258377
1,19.500967,38.105452,26.059792,40.842783,32.553191,20.533068,47.831803,11.774987,42.777954,24.871423
2,23.809263,31.053172,18.792584,37.837286,45.007149,25.059201,40.084404,47.123406,11.636904,29.459822
3,22.974591,45.469166,18.069812,36.620296,32.219975,27.85081,38.871632,11.514302,46.470618,20.84317
4,34.841828,42.240197,29.777368,17.493901,36.609261,24.282673,48.516976,11.528172,43.372983,17.277129
5,35.375655,46.746707,18.783901,37.706177,48.995537,21.025125,28.152498,39.47706,11.693852,21.655433
6,31.598589,42.577042,22.827867,26.151405,37.070169,32.710456,43.692736,47.012476,11.679029,13.953907
7,39.41528,42.737678,26.682375,22.172346,33.39609,28.911435,47.806123,43.358204,11.542289,13.892999
8,35.721431,43.079182,22.983947,26.24914,45.34254,28.992687,36.286958,47.600469,11.785877,14.069691
9,31.370302,38.541892,26.534552,18.301272,40.741808,32.530393,43.503937,46.813088,11.783738,17.894864
10,39.760247,27.475334,19.170055,22.464512,33.538805,29.140899,44.266331,47.646094,11.905741,37.641978
11,31.496097,34.731277,22.697128,18.289681,36.859335,24.938553,43.695888,47.036208,11.79685,37.14646
12,32.011834,39.208156,19.041567,26.441231,33.641391,21.416656,40.398624,47.76951,11.935488,41.804276
13,35.063287,30.612737,14.541104,25.552385,41.747987,20.431576,16.017923,43.974941,35.43504,45.837119
14,31.669717,35.109872,18.833115,26.043557,41.334403,21.090173,47.979077,43.553642,11.693757,33.665365
15,20.116281,34.849994,42.017734,29.936018,21.685634,24.999043,43.698534,35.45285,11.9068,44.92822
16,31.825617,35.120669,19.01444,26.376878,41.128247,21.293877,36.210368,43.341934,11.8672,45.229986
17,22.926505,33.887102,18.061271,25.131466,36.113876,27.864068,38.84956,11.457322,46.443474,40.069427
18,22.81441,38.052878,17.950647,40.92361,32.382058,27.859577,11.893061,47.512957,43.083205,20.681404
19,23.77464,42.945548,26.527117,37.904776,45.078232,28.875473,32.298538,47.28867,11.665741,14.005343
20,23.220175,34.112388,14.298407,29.173958,36.235226,24.206996,43.746417,47.090394,38.766335,13.204585
21,26.816735,33.788497,17.988679,45.258395,40.829155,27.747714,11.965514,46.886292,34.749403,16.999661
22,38.038808,22.060866,29.342953,32.627034,24.220469,16.008411,47.241155,37.98867,42.286125,9.101058
23,31.784255,27.461025,19.144512,41.742499,48.806229,21.443621,32.346694,35.691892,12.006441,41.333416
24,22.72529,18.205717,13.845479,36.589177,24.393288,48.018769,27.104774,38.243621,42.53057,28.357706
