,A,B,C,D,E,F,G,H,I,J
0,10.247865,19.423726,11.975763,12.916934,16.619835,14.751746,18.415327,12.410248,18.805907,7.36829
1,9.851931,12.067999,12.926615,17.990905,16.137444,12.955858,17.9726,13.454151,18.401629,7.093078
2,9.804302,10.691064,12.942734,15.269455,17.610481,10.237691,18.03393,12.026667,18.457448,13.884584
3,9.870178,18.888641,11.588326,9.812434,13.371313,15.666778,17.936502,13.309045,18.369614,9.732324
4,9.899526,10.775753,11.653263,18.058642,14.772557,12.936842,17.926276,14.72125,18.333958,9.682341
5,9.964912,16.167558,13.008286,17.988096,9.434934,12.988449,17.955175,14.720937,18.364239,8.371054
6,9.768373,11.977914,12.930426,9.714874,16.060414,16.988467,19.264655,13.355337,16.989771,11.100192
7,9.902089,13.400933,18.439099,16.578708,9.389662,14.249212,17.847223,11.92807,18.281221,8.310977
8,9.943855,18.906206,13.009605,9.845311,16.139853,10.223579,17.884267,13.320248,18.332131,11.045427
9,9.851085,14.680212,12.927424,15.133981,9.321351,15.534033,17.796242,9.263809,18.288484,15.079184
10,9.903936,14.884465,17.166634,12.585977,14.79391,17.115388,18.045755,9.290632,18.484434,7.022294
11,9.987908,13.57221,10.385334,16.795018,10.796135,17.265514,19.588408,12.17137,17.207728,12.592868
12,9.982302,14.923079,15.836063,16.751486,12.146612,8.911632,18.010776,16.240446,18.49379,8.402479
13,9.922239,12.134539,15.659943,16.59166,17.482178,12.919027,17.847636,7.995354,18.277864,9.716037
14,9.945573,10.812485,17.113296,11.209914,12.137794,17.09438,17.927033,12.035946,18.324786,12.447915
15,9.914824,17.487989,15.647685,17.937293,13.348776,10.215394,17.831599,7.949797,18.319216,9.666401
16,9.84919,10.692474,15.700559,13.921143,10.705723,11.600455,19.328639,14.75384,17.027809,15.185447
17,9.804032,18.796872,15.643094,13.81428,16.101611,10.209515,17.920427,10.611825,18.33311,7.027672
18,9.895139,10.779771,11.58709,12.50568,13.375819,15.599063,17.868339,16.042037,18.317087,12.352458
19,9.844017,16.182836,17.095384,17.995069,12.051956,12.99937,18.010571,9.265907,18.450135,7.028284
20,9.974275,10.873751,18.455969,11.221462,14.741239,12.945183,17.941942,10.628737,18.313923,13.727736
21,9.82365,18.887025,11.601808,16.592885,14.73947,11.621104,19.373596,7.945297,17.102414,11.124431
22,9.871173,10.748545,11.591288,13.808134,17.404827,14.209669,17.793756,14.679055,18.289614,9.669366
23,10.020144,19.085189,10.390835,12.653942,16.302268,14.428127,19.461743,9.400749,17.152474,11.15113
24,9.838956,10.719014,12.981115,16.599677,17.434145,10.177693,17.8042,13.309824,18.258892,11.02833
25,9.92964,13.485826,18.507807,16.659817,14.789937,10.201765,19.280378,11.95711,16.973086,7.022833
26,9.805966,18.851156,14.297247,11.08507,11.976548,14.288787,17.891027,7.912799,18.30886,13.767992
27,9.939722,10.819614,11.643888,12.553961,17.669028,13.037948,18.036479,13.482217,18.480046,13.958954
28,10.028861,17.758743,14.561809,18.219545,9.482887,10.365021,18.139561,13.555529,18.504752,9.820709
29,9.916672,13.443624,10.283548,11.162635,17.499873,12.950419,19.34817,13.359328,17.005022,13.853051
30,9.85561,18.847492,11.572959,16.488991,13.265875,8.867087,17.871295,10.572846,18.320137,12.330046
31,9.885785,13.361928,18.320124,13.808338,16.042186,14.257974,19.22578,9.252205,16.900497,6.977096
32,9.795605,12.021825,12.959642,9.810119,17.532718,15.692533,17.926228,13.386129,18.380002,11.080176
33,9.875705,13.413481,18.336106,15.171294,9.451334,15.60375,19.247549,9.391191,16.901402,11.02663
34,9.882169,13.384289,17.029248,11.144863,17.538792,14.271952,17.915037,11.964132,18.374358,7.034948
35,9.932953,17.49634,18.393885,11.165717,12.057081,8.887086,19.25981,13.27155,16.915662,10.982469
36,9.896578,12.135068,18.664896,14.019425,12.162822,14.504938,18.15036,8.020137,18.596383,14.050385
37,9.837192,13.371921,15.692363,18.046712,16.169954,12.886469,19.353578,9.270101,17.08322,7.040937
38,9.889738,16.210915,17.145553,9.852874,13.518297,11.63959,16.607623,9.27494,17.019988,17.933343
