,A,B,C,D,E,F,G,H,I,J
0,19.198151,42.972915,34.473132,26.034006,29.268609,36.426968,43.64117,10.7668,18.864324,44.692081
1,18.131584,25.308033,37.557429,20.348163,48.254988,43.738142,31.316094,10.371949,26.309843,36.551145
2,18.306727,38.205158,20.957402,44.97881,48.292046,32.05276,27.485319,10.484278,22.446476,36.646985
3,18.144453,38.276602,20.981943,28.314618,44.493927,40.028678,11.04655,22.156436,30.506016,44.795546
4,30.958879,34.405645,20.978235,16.450044,36.686962,44.067069,39.58928,10.44482,22.713594,44.947788
5,27.057628,38.258724,17.072429,29.330471,48.45225,32.137602,43.403816,10.408958,18.655789,36.768285
6,21.861559,34.089565,16.941472,36.88691,40.164157,43.531454,27.464094,10.386034,22.441733,44.276876
7,18.04838,30.206942,20.817409,32.986126,44.209088,47.608823,39.257833,10.448917,22.482863,32.625478
8,14.298347,38.291103,17.047962,33.311003,24.864752,39.949405,43.31221,27.150335,18.703976,44.582826
9,18.068846,34.013263,20.783861,28.956315,44.032318,47.357842,10.944955,34.682253,22.40321,36.4959
10,23.569145,30.626156,13.531012,25.59274,32.725996,36.044555,39.319484,46.493604,14.931472,40.492728
11,18.157886,38.274489,21.001701,29.290818,40.535609,43.953067,31.558054,10.509822,22.633362,44.710575
12,14.198852,42.002233,33.596637,29.077036,44.273757,47.712793,23.573837,14.305396,18.649413,32.765547
13,18.052533,37.946801,33.506393,20.292076,23.60075,47.562727,43.08702,10.513568,26.390684,36.616342
14,18.029638,34.189848,37.530833,29.111239,48.185017,43.783269,39.250219,10.371507,22.389079,16.013909
15,18.283095,38.164956,29.71609,33.086837,48.287147,43.844554,39.314773,10.460687,22.498094,15.990134
16,14.202874,37.116054,20.893289,28.208365,31.590356,43.769437,47.180619,22.119775,38.21713,12.21404
17,21.937628,33.143344,13.091232,28.163862,44.176162,34.829913,47.003732,14.288528,38.153505,19.963293
18,17.973187,29.214232,13.139032,32.107866,35.494634,47.909784,43.359121,18.165043,38.321967,19.976436
19,17.88593,37.780241,13.017287,27.931489,47.773141,39.465793,42.793489,17.872152,29.960545,19.725104
