,A,B,C,D,E,F,G,H,I,J
0,9.668653,10.511779,11.387915,12.25434,17.27888,18.180956,19.100372,11.853193,12.763536,13.715222
1,9.905458,20.007782,12.894085,13.780671,15.914924,8.909857,18.987312,15.848012,12.733057,8.253293
2,9.819931,14.603344,11.485773,12.389491,9.267717,16.858285,19.08937,14.529613,16.843089,12.24412
3,9.882164,12.051055,12.948377,16.569346,13.365647,17.048083,19.31736,7.939411,17.048081,12.449303
4,9.866426,14.662099,16.912643,15.080224,10.627925,8.845242,19.173342,10.551706,16.899273,15.045075
5,9.9169,20.001276,15.506647,12.438333,17.238745,15.410809,18.970968,11.834422,8.713988,6.927262
6,9.932797,12.153456,19.832247,16.645137,17.518845,11.619054,19.292302,12.017287,7.458269,12.427352
7,10.048196,14.90352,19.881328,9.977868,12.205116,14.436025,19.408259,14.824705,15.722662,8.440754
8,9.832577,20.170486,14.237051,16.516262,11.969913,8.854368,19.24369,16.06572,12.878052,8.359579
9,10.024355,10.882763,13.035855,11.27405,13.408312,14.27485,19.228761,17.388389,14.198151,15.060714
10,9.970226,14.666158,16.794843,15.002787,9.378174,16.698912,18.914028,9.211863,16.608317,9.571766
11,9.880897,14.684863,16.941027,9.831686,14.664899,16.897914,19.180309,10.5651,8.813654,16.395004
12,9.92542,14.788725,11.638863,17.926229,12.075082,15.614735,19.14315,17.347606,12.823638,6.980362
13,9.914,18.940318,13.021967,13.891816,16.137436,18.39447,19.289629,7.980003,8.840931,12.456671
14,9.925593,12.122512,15.610562,9.903442,18.665351,11.620038,19.039025,11.999561,15.464269,13.65472
15,9.904609,14.771999,11.621178,17.919926,12.031484,14.26502,19.217758,17.383892,7.461712,13.784558
16,9.882171,13.353522,19.644756,9.790014,17.359539,12.877851,19.214103,14.710025,12.857996,8.355239
17,9.834261,20.138225,11.548571,17.855173,14.625311,15.508677,19.173735,10.515809,7.447293,10.924943
18,9.927947,14.730936,18.305963,16.456902,18.721582,8.877395,19.101513,10.548888,8.757839,12.276127
19,9.949564,15.957199,10.290782,12.415204,18.522441,16.746701,18.883659,14.435011,11.300197,8.195302
20,9.875329,17.434609,15.594947,9.805803,13.325218,18.271063,19.151197,10.537898,8.724869,15.034991
21,9.884167,17.427254,19.694454,15.117996,17.356939,8.842779,19.066842,11.876916,10.056923,8.285208
22,9.857923,10.75054,11.582515,17.953759,14.730893,15.625147,19.183599,10.523584,11.460653,16.471036
